,genes,T5T0_all2metab.log2FoldChange,T5T0_all2metab.padj,T24T0_all2metab.log2FoldChange,T24T0_all2metab.padj,U5U0_all2metab.log2FoldChange,U5U0_all2metab.padj,U24U0_all2metab.log2FoldChange,U24U0_all2metab.padj
235,PA14_15310,-0.721260641,0.149897115,-0.901689365,0.057928146,-0.355087923,0.661205652,0.046876597,0.999076502
236,PA14_15340,0.308382077,0.671851873,0.827048642,0.124243466,-0.35021337,0.702178716,0.299366584,0.879721999
237,PA14_15700,-0.101783846,0.849745118,-0.150528319,0.770783889,-0.216152966,0.692516757,0.159215469,0.918452368
238,PA14_15740,-0.791215951,0.292180912,-0.623264502,0.457612434,-0.264130886,0.855473671,0.103747684,0.999076502
239,PA14_15780,-0.533421911,0.174655114,-0.227113083,0.679994767,0.039998673,0.972924728,-0.176888516,0.926174297
240,PA14_15790,-1.241850403,0.142010931,-1.374261066,0.096979736,0.474183948,0.759299264,0.854675074,0.563437797
241,PA14_15820,-3.278836385,8.44E-05,-1.856922828,0.050774426,-0.87437954,0.53874175,-0.234743984,0.999076502
242,PA14_15890,-2.206676946,4.39E-10,-2.628984646,6.35E-14,-0.590648169,0.235795068,-0.104904645,0.999076502
243,PA14_16030,0.46149789,0.729481687,0.532456294,0.695742868,-1.220148383,0.246522112,-1.387084419,0.275181266
244,PA14_16070,-1.040323328,0.351140422,-0.446803544,0.78264608,-0.690721242,0.675833053,-2.088842128,0.070853545
245,PA14_16090,-2.280017443,7.16E-07,-2.401212587,1.94E-07,-0.178315988,0.895246081,0.081082755,0.999076502
246,PA14_16360,0.271546082,0.095716528,0.211088594,0.234092388,0.415884168,0.006117257,0.256166952,0.25514945
247,PA14_16660,-1.875750703,0.007122865,-1.815581598,0.010662319,-2.772185217,3.25E-05,-0.192648319,0.999076502
248,PA14_16690,0.51905842,1.99E-13,0.438025023,1.53E-09,0.126586528,0.214329462,0.208220348,0.042500447
249,PA14_16700,-0.586184306,0.665687565,-0.004628282,0.999233209,0.389017257,0.854406599,0.279519656,0.996189496
250,PA14_16860,-1.111970558,0.260184679,-0.779556355,0.495347921,-0.229474692,0.923959783,-0.25956671,0.995212859
251,PA14_16950,-2.228191173,2.14E-11,-2.672928461,5.81E-16,-0.216810721,0.786946282,0.068981257,0.999076502
252,PA14_17010,-0.37978281,0.761561317,-0.638720763,0.558529352,-0.13541769,0.958571968,-0.017265157,0.999076502
253,PA14_17030,0.788595493,0.069137616,0.703809826,0.11813569,0.294106632,0.702327151,0.505644932,0.487965841
254,PA14_17050,-0.15848934,0.836157088,-0.237643501,0.741860899,-0.674099745,0.188337977,-0.720134828,0.256316249
255,PA14_17080,-0.21846277,0.90071768,-0.154228443,0.943777596,0.401909533,0.841256987,0.069937645,0.999076502
256,PA14_17110,-0.265009857,0.849086478,-0.326055876,0.823351215,-0.233939791,0.909770595,-0.703666732,0.686378928
257,PA14_17120,-0.695257881,0.214131084,-0.93603988,0.070640041,-0.045786691,0.978509076,0.205726961,0.966521876
258,PA14_17130,-0.178956236,0.908123058,0.247799932,0.877259591,2.30868903,0.002325618,1.233150706,0.294045156
259,PA14_17180,0.040483976,0.967085426,0.035493482,0.977000036,0.942501038,0.052278058,-0.316464177,0.833411612
260,PA14_17190,-0.394045846,0.200158272,-0.36733204,0.249942199,-0.426385462,0.185250829,0.006888862,0.999076502
261,PA14_17210,-0.163950024,0.873113341,-0.249028123,0.801785108,1.78122376,0.000620055,-0.163274723,0.996189496
262,PA14_17220,0.547329431,0.055380903,0.555933693,0.052466141,-0.007167519,0.992503697,-0.036677438,0.999076502
263,PA14_17270,0.00874389,0.977318441,0.095126812,0.642480631,0.60768343,7.00E-07,0.530026679,0.000298344
264,PA14_17290,-0.546463193,0.29886824,-0.755420522,0.115735111,-0.506553688,0.399140057,-0.079463828,0.999076502
265,PA14_17310,0.27072844,0.749507765,0.080579334,0.951431168,0.730735014,0.27201598,0.081986588,0.999076502
266,PA14_17320,-0.825625357,0.276471983,-1.517494511,0.01856187,-0.523786666,0.638751894,-0.055428914,0.999076502
267,PA14_17400,0.500400056,0.002912346,0.539179668,0.001322761,0.338877634,0.085181503,0.625998148,0.001633558
268,PA14_17420,-0.057594938,0.978594416,-0.095417753,0.96798883,0.00326421,0.999052375,0.292300445,0.992460878
269,PA14_17450,-0.073784419,0.355582299,-0.063715854,0.464135316,0.042751331,0.744988226,0.09241493,0.3863224
270,PA14_17610,-0.272946547,0.729285742,-0.274675799,0.74848211,0.246772688,0.826415897,0.012776013,0.999076502
271,PA14_17620,-1.97785075,0.143805142,-1.505880731,0.314520858,0.132425315,0.973863352,-0.05616396,0.999076502
272,PA14_17630,0.566657985,0.379254257,0.877130688,0.123371567,-1.059949132,0.058984176,-1.003514931,0.160478489
273,PA14_17640,-0.131479593,0.917502917,0.020934077,0.989765002,0.364525571,0.776266109,0.124317564,0.999076502
274,PA14_17675,-0.577356402,0.479561872,-0.460006309,0.622795293,-0.022021661,0.990428871,0.081383974,0.999076502
275,PA14_17740,-1.106981315,0.248122224,-0.004135382,0.999233209,-0.776695827,0.549480893,-0.157701054,0.999076502
276,PA14_17860,0.396236201,0.030514063,0.397943209,0.031988104,-0.153753622,0.619714119,-0.055962819,0.995212859
277,PA14_17880,-0.425457607,0.69095341,0.310678863,0.814061695,-1.021225643,0.243188282,-0.95602881,0.417315246
278,PA14_17930,0.023990877,0.990390622,0.209374736,0.92050404,-1.245232323,0.266209587,0.202901792,0.999076502
279,PA14_17960,-2.026105653,1.77E-07,-1.108284779,0.010825523,0.28947272,0.736050928,0.101937239,0.999076502
280,PA14_17980,0.039660514,0.961469336,0.054406737,0.955810107,1.495005466,5.09E-05,0.819336553,0.119851575
281,PA14_18010,0.049336857,0.677557904,0.045532546,0.729566093,-0.556071804,2.45E-15,-0.108571599,0.417315246
282,PA14_18120,-1.175284805,0.200099501,-2.123955991,0.007553207,-0.166900137,0.945884352,-0.151863805,0.999076502
283,PA14_18140,0.262395177,0.665149656,0.138102195,0.866640056,0.564872099,0.271754575,-0.003945094,0.999425862
284,PA14_18150,-0.367302378,0.782300235,-0.563669872,0.645038345,-0.51233122,0.747498264,-0.638766204,0.768151115
285,PA14_18250,0.233032168,0.000694049,0.211995592,0.00283755,0.23580555,0.000993096,0.078651005,0.599223458
286,PA14_18260,0.843198966,0.000183094,0.854045095,0.000183045,0.775665977,0.001031137,0.486245226,0.147396775
287,PA14_18275,0.44696919,0.02881893,0.518876489,0.009663113,0.285012302,0.258649436,0.112508509,0.911560753
288,PA14_18300,-1.164681012,0.100557891,-1.251756049,0.073365661,-0.037624221,0.987060762,0.248112896,0.978335437
289,PA14_18380,1.829905736,7.19E-15,1.613185055,1.61E-11,1.08542965,2.37E-05,0.548083165,0.147396775
290,PA14_18410,-0.647647416,0.42028523,-1.045936067,0.136293324,0.229106699,0.887172724,-0.007623056,0.999201514
291,PA14_18430,0.766581749,0.00120699,0.583647869,0.021692175,-0.240569298,0.541869418,-0.313770195,0.476111744
292,PA14_18450,0.114183517,0.326689682,0.07262643,0.611377097,0.160525137,0.155917757,0.138634772,0.371260327
293,PA14_18480,0.039127014,0.820228986,-0.018369443,0.940627861,0.179718159,0.111336183,0.187686051,0.176143762
294,PA14_18500,-0.013179906,0.986199123,0.038023233,0.965396935,0.260395579,0.675721253,0.100462002,0.996189496
295,PA14_18510,-0.227437805,0.238655899,-0.150158742,0.509826753,-0.126017921,0.675833053,-0.215404018,0.446644585
296,PA14_18520,0.683381937,0.204586784,0.810708154,0.116071178,-0.311879053,0.736285135,-0.774407674,0.270259246
297,PA14_18550,0.258404662,0.572402826,-0.313554677,0.483576824,-0.263607103,0.652051148,-0.147191309,0.953465299
298,PA14_18565,-0.158055956,0.797280966,-0.074758203,0.932284425,0.237202393,0.739724241,0.270741333,0.806904351
299,PA14_18600,-0.610500614,0.32325475,0.098937419,0.937031204,-0.240171448,0.835809256,-0.067550769,0.999076502
300,PA14_18610,-0.487180546,0.567458852,0.010744977,0.996333845,-0.640948702,0.482011885,-0.34268255,0.911480521
301,PA14_18710,0.212345908,0.010168511,0.17355234,0.048118544,-0.041912382,0.826415897,-0.03342434,0.974385256
302,PA14_18740,0.789373411,0.265283805,0.586530613,0.467104366,1.668710215,0.005097645,0.797466256,0.424673462
303,PA14_18750,1.195103152,0.22031437,1.186496385,0.230933513,0.229721174,0.923959783,-0.010005336,0.999201514
304,PA14_18970,0.080770857,0.19136756,0.073465079,0.254149646,0.111110212,0.067467419,0.100593776,0.201458158
305,PA14_19050,0.082652438,0.087234417,-0.015240848,0.86805833,0.305405637,3.40E-14,0.17535418,0.000554281
306,PA14_19090,0.076544811,0.933356071,0.023995699,0.981225907,-0.421440666,0.540684295,-0.007350096,0.999076502
307,PA14_19100,-1.1003359,0.249742215,-0.599067963,0.627188645,0.084280944,0.975324849,0.225615435,0.999076502
308,PA14_19110,-0.170771259,0.858932042,-0.116326718,0.924580219,-0.202364032,0.873172208,0.178674759,0.985644254
309,PA14_19130,-0.349629427,0.609540307,-0.336965228,0.648006573,-0.223641886,0.836869357,0.238752905,0.928540342
310,PA14_19140,-0.593561384,0.641970557,-0.472587954,0.753636288,-0.507112597,0.7786052,-0.922871309,0.601698783
311,PA14_19190,0.628280031,1.01E-09,0.559545434,1.05E-07,0.53203749,1.08E-06,0.471795574,0.000298344
312,PA14_19350,0.951946821,7.84E-11,0.86779772,5.91E-09,0.478738036,0.004411283,0.314377674,0.186930349
313,PA14_19370,-0.986596987,0.110150424,-1.216235433,0.03937802,-0.046411684,0.98101433,0.024190144,0.999076502
314,PA14_19400,-0.765002235,0.361353252,-0.753262911,0.382828255,-0.512704388,0.6765293,-0.11191979,0.999076502
315,PA14_19470,0.281773489,5.96E-06,0.251677436,9.10E-05,0.025550366,0.887172724,0.046858605,0.852916166
316,PA14_19500,0.109208661,0.926955647,0.310789087,0.749603588,-0.157969246,0.923548167,0.299744154,0.923132543
317,PA14_19510,-1.328564175,0.302353478,-1.929141976,0.095997696,-1.223054761,0.408324044,-1.082873237,0.627668756
318,PA14_19520,0.272779097,0.582345572,0.244014539,0.657986331,0.092428283,0.927997891,0.234566282,0.85589088
319,PA14_19570,0.539870573,0.234808337,0.441677928,0.372842098,-0.200988171,0.813085965,-0.714242636,0.195080956
320,PA14_19580,0.364092406,0.509104617,0.369534463,0.518191457,0.064311537,0.96329296,-0.504643945,0.493449509
321,PA14_19630,-0.3200626,1.45E-05,-0.29210586,0.00012048,0.013679566,0.960258938,0.042838412,0.923132543
322,PA14_19740,-0.07483772,0.807029215,-0.058232128,0.873103,-0.015596302,0.979131318,0.296544693,0.264183077
323,PA14_19770,1.032072418,0.045827785,0.851246657,0.122008909,-0.566733689,0.416330323,-0.336833624,0.849376017
324,PA14_19870,-1.402077638,0.097490669,-2.492257808,0.000851291,-1.04118561,0.298939435,-0.002447274,0.999853972
325,PA14_19900,0.152628851,0.881058651,0.056648704,0.967431611,-0.026355553,0.987142794,-0.099379435,0.999076502
326,PA14_19910,-0.893759526,0.199881275,0.015418731,0.992331268,0.022274005,0.990428871,-0.014829883,0.999076502
327,PA14_20140,0.951533075,0.187817043,0.881321767,0.239599095,-0.066508051,0.975149048,-0.07139301,0.999076502
328,PA14_20200,-0.382815719,0.688121233,-0.108728483,0.944513275,0.438808803,0.713994934,0.266053819,0.967822348
329,PA14_20270,-1.010744746,0.271764845,-1.167619303,0.188921249,-0.030044795,0.990428871,-0.012033692,0.999076502
330,PA14_20300,-0.181567583,0.280315058,-0.161139237,0.364465841,-0.348725607,0.016432061,0.000550966,0.999853972
331,PA14_20320,-0.187457929,0.861652826,-0.320052648,0.741127728,0.078158453,0.970074468,0.091279712,0.999076502
332,PA14_20330,0.604809361,0.174061399,0.501650584,0.296028252,0.910845142,0.027211804,-0.402992124,0.623288875
333,PA14_20400,0.414202086,0.034475444,0.399502853,0.04618931,8.97E-05,0.999547511,0.014137731,0.999076502
334,PA14_20420,0.894260021,0.016439922,0.976665702,0.008399037,-0.058614877,0.96329296,0.063004778,0.999076502
335,PA14_20560,0.471991455,5.58E-07,0.313978428,0.002148297,0.565450766,2.72E-09,0.352827536,0.003627644
336,PA14_20650,0.269767816,0.540735746,0.370281086,0.367411548,-0.029391646,0.978509076,0.036804844,0.999076502
337,PA14_20670,-0.019978095,0.901060997,0.046191444,0.731732215,0.26989804,0.000617865,0.335723612,0.000150497
338,PA14_20890,0.077973888,0.943952891,0.069158885,0.960310872,-0.109935142,0.949119612,-0.124226603,0.999076502
339,PA14_20950,0.469808707,0.192074392,0.566779291,0.098532463,0.229017185,0.700519836,0.517453981,0.275559567
340,PA14_21110,0.405946225,0.11784227,0.100327525,0.826091548,0.378971933,0.183162667,0.41713951,0.22560132
341,PA14_21140,0.007914622,0.992653107,-0.388653974,0.484590032,-0.472720369,0.399610413,-0.339458735,0.749327667
342,PA14_21150,0.008164948,0.991358379,-0.170854971,0.798810489,-0.202337207,0.796489122,-0.176458213,0.936563147
343,PA14_21160,0.417439822,0.762318794,0.461677813,0.749434531,1.896089499,0.033824825,2.3365789,0.020802164
344,PA14_21175,-0.152818477,0.855442574,0.239076014,0.763322131,0.051321571,0.973863352,0.010957048,0.999076502
345,PA14_21340,0.26617479,0.829848762,-0.323166714,0.801217557,1.916535943,0.00614244,1.158251948,0.266452654
346,PA14_21370,-0.301726179,0.01145415,-0.295911722,0.014659837,0.102809108,0.621767492,0.113281512,0.679921345
347,PA14_21410,0.413263861,0.298409534,0.26218142,0.587136741,0.190002032,0.781662127,-0.398586756,0.509499461
348,PA14_21910,-0.741601728,0.4727568,-0.40345161,0.770783889,-1.591406849,0.064561115,-1.196076211,0.33265581
349,PA14_21920,-0.198759569,0.834847711,-0.18206086,0.866640056,0.173286326,0.904309064,0.292753598,0.91406432
350,PA14_21930,-0.044961258,0.953499722,-0.165432508,0.814061695,0.198309146,0.809213873,0.231938188,0.877979221
351,PA14_21960,-0.983623808,0.201548022,-0.914086594,0.251949671,-0.126566455,0.954166745,-0.294881455,0.957904134
352,PA14_22000,-0.568287342,0.513267287,-0.342588301,0.760710408,0.071030639,0.973863352,0.116114304,0.999076502
353,PA14_22050,-0.288651306,0.006410559,-0.204693094,0.078030886,-0.331640384,0.001885244,0.099339485,0.696611183
354,PA14_22350,1.284267069,0.197158722,0.842695532,0.476535259,0.063420625,0.982963185,-1.52772593,0.224234342
355,PA14_22620,-0.094738686,0.48910742,-0.156556021,0.186886445,0.044311647,0.854670066,0.020594112,0.999076502
356,PA14_22690,0.048464675,0.933356071,-0.001683228,0.99893827,-0.121268684,0.847898248,-0.09403191,0.985793458
357,PA14_22890,0.403153261,0.719961986,0.161259985,0.925136471,-0.947377563,0.307237444,-2.146124926,0.01157896
358,PA14_22910,0.47419194,0.007242001,0.451152142,0.012657023,-0.763229553,6.16E-06,-0.226476144,0.480966632
359,PA14_22930,0.084239343,0.937749459,0.223883272,0.825111126,0.200331654,0.877838509,-0.543246865,0.616729001
360,PA14_22980,-0.041726046,0.913390465,-0.075150428,0.833402763,-0.637735137,0.000423883,0.072661792,0.978178474
361,PA14_22990,0.111650069,0.939498774,0.280886507,0.841085887,0.495140836,0.720972399,0.13532462,0.999076502
362,PA14_23000,0.050893256,0.979753479,0.341692401,0.858875538,-0.07699041,0.981174004,-0.372731809,0.975994257
363,PA14_23010,-1.047277324,0.155421206,-1.066321338,0.150823124,-0.335121106,0.818078833,-0.038071596,0.999076502
364,PA14_23070,0.683108106,0.388743814,0.665915608,0.42074743,0.65006374,0.493815153,-0.442304211,0.836568913
365,PA14_23080,0.393634513,0.616927442,0.233937786,0.82409527,-0.434279231,0.659189836,-0.349855205,0.865070352
366,PA14_23090,0.014026646,0.943725002,0.001268277,0.996993413,-0.025400267,0.92877507,-0.043166158,0.957904134
367,PA14_23160,0.087574924,0.932283274,0.131519389,0.90259306,0.096389609,0.949665485,0.340611839,0.833411612
368,PA14_23170,-0.525209367,0.677557904,-1.221002841,0.213429496,-0.372169199,0.847898248,-0.21597642,0.999076502
369,PA14_23210,-0.439800812,0.554193834,0.047746051,0.97380898,0.013168288,0.993428053,0.111444322,0.999076502
370,PA14_23220,-0.54570087,0.479822281,-0.057507455,0.971033936,1.706504652,0.003079803,0.945450404,0.285457982
371,PA14_23250,-1.012422606,0.215388034,-1.325167134,0.081737401,-0.452584432,0.752153698,-0.571429606,0.768043168
372,PA14_23270,0.411677377,0.079827917,0.321392813,0.208176068,-0.867360634,3.05E-05,0.149218384,0.848765088
373,PA14_23280,-0.120215498,0.911056935,-0.288918255,0.750432958,0.182783788,0.896903884,-0.069477461,0.999076502
374,PA14_23290,-1.200084799,0.005706142,-1.18609973,0.007260682,-0.481102651,0.458822351,0.016895885,0.999076502
375,PA14_23310,1.207607153,0.164020286,1.11937462,0.214238633,1.113752921,0.246136451,-0.165694326,0.999076502
376,PA14_23320,0.082712348,0.287084114,0.087375403,0.256750086,-0.480102761,9.07E-17,-0.068482747,0.614751527
377,PA14_23360,0.246749231,0.851053675,0.140730281,0.936196996,0.133630646,0.954166745,-0.069618806,0.999076502
378,PA14_23370,0.874102415,0.573372878,1.521805998,0.248597777,0.861012307,0.670720978,-0.861487255,0.788292177
379,PA14_23380,0.674391346,0.653925178,0.767926631,0.61672615,1.150426829,0.423003435,0.876586149,0.730195791
380,PA14_23390,-0.797150233,0.029729181,-1.237505143,0.000273169,-0.639176004,0.122149686,-0.322521718,0.70801577
381,PA14_23410,0.24120817,0.751864408,0.848534974,0.098532463,-0.464142237,0.528736716,-0.669925331,0.384047578
382,PA14_23440,-0.261609869,0.323605387,-0.506531527,0.022633316,-0.446773915,0.060634346,-0.241806643,0.570159227
383,PA14_23450,-0.405609226,0.194537556,-0.540475975,0.062895079,-0.598586671,0.040897114,-0.210752457,0.792627425
384,PA14_23460,-0.190052134,0.83917953,-0.491299346,0.488513569,-0.004048837,0.997600677,-0.16336703,0.994030799
385,PA14_23470,0.555118105,0.537782335,0.499497584,0.616514116,-0.176923408,0.925310056,-0.155343631,0.999076502
386,PA14_23500,-0.727327756,0.431226313,-0.932502309,0.285174432,0.847925319,0.387790712,0.251270425,0.985348848
387,PA14_23620,0.057393197,0.477976832,-0.009129656,0.951640997,-0.037765091,0.769062971,0.147145865,0.062014271
388,PA14_23760,0.943654697,0.340250784,1.04184078,0.286141639,1.012271293,0.341914632,0.004334856,0.999853972
389,PA14_23790,-1.087770387,0.222783001,-1.600403851,0.04721154,-0.362319038,0.836646496,-0.37314311,0.934063824
390,PA14_23800,0.807984715,3.77E-05,0.623915359,0.002727052,-0.214053968,0.524990673,0.555039066,0.035856578
391,PA14_23840,-0.196252046,0.009738306,-0.023034421,0.888733023,-0.059253514,0.675959753,0.185722945,0.056666177
392,PA14_23850,-0.29340773,4.40E-05,-0.285838852,9.43E-05,-0.57623983,7.83E-17,0.045424207,0.900882102
393,PA14_23860,1.136440969,0.137605637,1.057731987,0.181752579,0.822948664,0.381196002,1.279146657,0.189566247
394,PA14_23880,0.316010042,0.04739593,0.31717287,0.048822996,-0.552216955,0.000210229,0.078551761,0.926317135
395,PA14_23920,1.2637991,4.96E-22,1.026709975,1.56E-14,0.493669588,0.001142197,0.392763091,0.042271898
396,PA14_23930,0.416167536,0.00870859,0.308302657,0.073450401,-0.431091373,0.00879488,-0.002026036,0.999201514
397,PA14_24170,-0.077425404,0.361267791,-0.006082651,0.973185082,-0.197081765,0.00412756,-0.064823296,0.679921345
398,PA14_24190,0.627563975,1.19E-05,0.599829239,4.19E-05,0.199393545,0.342485663,0.298040664,0.180699305
399,PA14_24220,0.098941677,0.126251044,0.084741321,0.217849045,-0.02930597,0.830200989,0.057800835,0.660840743
400,PA14_24290,-0.060693939,0.961469336,0.052467299,0.974391857,-0.296460269,0.826693105,-0.215755554,0.984202384
401,PA14_24445,-1.365016103,0.094856016,-1.591447115,0.044439997,-2.561110505,0.000435657,-1.749914047,0.070851548
402,PA14_24640,-0.71617517,0.512653777,0.058467719,0.97758768,1.091510619,0.296008986,-0.359933823,0.956464921
403,PA14_24780,0.276600436,0.327460058,0.375284478,0.149908208,0.522544761,0.034679381,0.786681273,0.002890397
404,PA14_24830,-1.16209264,0.249742215,-1.58183726,0.08860844,-2.333358403,0.006773461,-0.74491488,0.726919743
405,PA14_24950,0.131305098,0.096148705,0.206983749,0.003716739,-0.262978354,0.000216805,-0.015298426,0.999076502
406,PA14_24960,-0.785833252,0.304766324,-1.274113863,0.057212762,-0.249765716,0.871742962,-0.063720893,0.999076502
407,PA14_25080,0.095822925,0.925076447,0.483153066,0.450409698,0.316542591,0.739562647,0.183197811,0.978178474
408,PA14_25090,0.525285521,5.63E-05,0.44741803,0.000998489,0.367961889,0.011408165,0.298225686,0.120928787
409,PA14_25210,-0.800591658,0.433207291,-1.088625372,0.249554318,0.215815357,0.923959783,-0.97988453,0.490222748
410,PA14_25250,-0.526011044,0.512746077,-0.039168461,0.979146982,0.007542146,0.996365343,0.024584419,0.999076502
411,PA14_25270,-0.770842735,0.109565899,-1.155097652,0.008610448,0.085961659,0.952297733,0.163205005,0.980157764
412,PA14_25390,-0.328270091,0.679529655,-0.310856088,0.722911569,-0.01407013,0.992254968,0.119769766,0.999076502
413,PA14_25510,-0.265861229,0.731551257,-1.1033182,0.029048464,-0.240933141,0.827696295,0.029421162,0.999076502
414,PA14_25530,-0.733211403,0.333588653,-0.579126309,0.49576664,-0.086539063,0.969177161,0.052276587,0.999076502
415,PA14_25550,0.739265265,0.480880289,0.023526961,0.990447585,0.400949193,0.819838422,-1.032225821,0.448101495
416,PA14_25580,-0.890483168,0.004084476,-0.637554713,0.06027724,-0.013457481,0.989834671,0.066631527,0.999076502
417,PA14_25640,0.24589532,0.30828327,0.304928096,0.181708101,-0.013863064,0.984065461,-0.271157445,0.419832804
418,PA14_25650,0.020608237,0.991684575,0.177893028,0.941007449,0.211313466,0.941540126,-0.848521822,0.717390972
419,PA14_25660,-0.512059589,2.38E-07,-0.384271503,0.000240708,0.374187164,0.000495029,0.435278765,0.000358416
420,PA14_25690,0.419712767,0.016307759,0.367659815,0.044484317,-0.118676461,0.729864344,0.084279194,0.938324536
421,PA14_25710,-2.441108046,5.24E-45,-1.730493703,9.54E-23,-0.324440122,0.19168807,-0.123492338,0.89079213
422,PA14_25740,0.31288688,0.615460374,0.11810502,0.902552302,-0.106694297,0.933204208,-0.021332396,0.999076502
423,PA14_25920,0.497980001,0.045424272,0.511643064,0.040801874,-0.493932639,0.060619318,-0.738475678,0.008830639
424,PA14_25970,0.549098038,0.671198496,0.527008098,0.708936015,1.267557127,0.234393754,1.153570531,0.424673462
425,PA14_25980,-0.249211737,0.79775169,0.112227315,0.936163548,-0.864112182,0.213483817,-0.136773145,0.999076502
426,PA14_26010,0.497711197,9.28E-06,0.424263796,0.00027469,0.251498463,0.066120003,0.194345132,0.314219258
427,PA14_26050,-0.039216282,0.8610696,0.007551241,0.979311131,0.421933416,0.000233428,0.257496588,0.105639133
428,PA14_26210,0.151489544,0.379115178,-0.010960085,0.977000036,0.215463083,0.193532113,-0.032459623,0.999076502
429,PA14_26220,-0.773573152,0.647413207,0.107209159,0.972676553,-0.067650686,0.987060762,-0.345432915,0.996189496
430,PA14_26230,-0.101870914,0.96343416,0.216719531,0.932663868,1.0208559,0.53741838,0.178666175,0.999076502
431,PA14_26240,0.77972696,0.516872695,0.275226478,0.885593693,-0.004357419,0.998399269,-0.666610939,0.810687157
432,PA14_26360,-2.241234772,0.000334678,-0.300361734,0.809489602,-0.013797667,0.994581638,0.080756132,0.999076502
433,PA14_26390,0.219347239,0.104568928,0.024915559,0.934996686,0.065142125,0.811069744,-0.00754616,0.999076502
434,PA14_26400,-0.055991343,0.979470948,-0.211818914,0.931848841,-0.172740137,0.960227507,0.453158867,0.954709075
435,PA14_26460,-0.119071677,0.951028948,0.084138727,0.972778965,0.165413392,0.958505227,0.061997357,0.999076502
436,PA14_26480,0.140000161,0.015257598,0.186548815,0.000702687,0.115065297,0.078486944,0.053694534,0.698629212
437,PA14_26485,-0.462469448,0.666978731,-0.409775163,0.73480646,-0.248459648,0.896903884,-0.550401693,0.796313998
438,PA14_26500,0.178370192,0.895868837,-0.307543809,0.813527081,-0.073066039,0.975149048,0.172069065,0.999076502
439,PA14_26510,1.121079755,0.307822782,1.011948503,0.383295419,-0.377753246,0.857450474,-0.097735322,0.999076502
440,PA14_26530,0.707518129,0.175491356,0.771308804,0.134164182,0.361467811,0.668473266,0.333218441,0.823592532
441,PA14_26590,-0.216440471,8.70E-05,-0.209321213,0.000199697,0.097372321,0.176401954,0.039458144,0.859621339
442,PA14_26650,0.677039353,0.591433348,0.310796301,0.864608382,-0.84338218,0.554691597,-1.065985569,0.51583697
443,PA14_26890,0.277167591,0.036235324,0.28744856,0.03035816,-0.272131169,0.05416336,0.104367635,0.768659159
444,PA14_27500,-0.320365783,0.648602189,0.02836088,0.979826921,-0.228074376,0.835053906,-0.004850133,0.99933045
445,PA14_27960,0.246571055,2.52E-05,0.149682347,0.021972715,-0.170614224,0.010710895,0.164294022,0.042008743
446,PA14_28170,-0.227608319,0.816900879,-0.499504276,0.525868063,1.88685387,0.000540339,0.989624739,0.227620637
447,PA14_28180,-0.828799955,0.472490181,-0.410649755,0.798312236,-1.702988309,0.080474296,-1.997363471,0.079125935
448,PA14_28590,0.134927998,0.197158722,0.069300293,0.61388449,0.043530468,0.836646496,0.125066394,0.417315246
449,PA14_28650,0.258341861,0.617084929,0.149348835,0.828093994,-0.302738071,0.625906639,-0.03240459,0.999076502
450,PA14_29110,1.878347614,5.67E-17,1.689525894,1.03E-13,0.840849582,0.001034106,1.043888876,0.000298344
451,PA14_29410,0.367660216,4.81E-14,0.348142253,1.85E-12,0.072937636,0.349301129,0.115127452,0.155783256
452,PA14_29600,-0.567535374,0.324111078,0.127475462,0.90259306,-0.005719835,0.996428451,0.120868499,0.999076502
453,PA14_29850,-0.63788791,0.643483124,-0.786960402,0.558648332,0.091506546,0.978322922,-1.04649376,0.567915481
454,PA14_29860,0.310420716,0.834907388,0.138905348,0.947261925,0.516443095,0.759299264,0.282108637,0.987594734
455,PA14_29880,0.208240883,0.506520792,0.239226382,0.441406106,-0.57629514,0.017425875,-0.003136425,0.999076502
456,PA14_29890,0.306758106,0.372591016,0.115900707,0.826446632,-0.014675273,0.987060762,0.157496348,0.905186853
457,PA14_29900,0.319036518,0.552580281,0.407238919,0.430930762,-0.448574888,0.408954449,-0.066134114,0.999076502
458,PA14_29920,-0.187614855,0.908123058,-0.480506284,0.719750348,0.842246541,0.487536563,0.360815766,0.955067674
459,PA14_29930,0.03544767,0.985179303,0.131582571,0.951431168,0.714251712,0.63656206,0.079761311,0.999076502
460,PA14_29940,0.854731329,0.290332058,0.86388802,0.290756137,0.718832895,0.467099346,0.393511907,0.89836364
461,PA14_29970,-0.610688474,0.459970404,-0.572545152,0.513729333,-0.472299646,0.685364585,-0.024420313,0.999076502
462,PA14_29980,0.201711155,0.861652826,0.241336109,0.84048212,0.84986371,0.27900745,-0.182392899,0.996352322
463,PA14_29990,0.603888829,0.003009641,0.501501422,0.0197144,-0.444209084,0.054152893,-0.044839635,0.999076502
464,PA14_30010,-0.017762224,0.979531955,0.049450099,0.951575469,-0.347191796,0.473923018,-0.047201908,0.999076502
465,PA14_30020,0.104264848,0.933356071,0.200987387,0.866640056,-1.272785087,0.041360849,-0.052856402,0.999076502
466,PA14_30050,0.63006851,0.08343451,0.517533312,0.183891327,0.33967847,0.516838961,0.039951511,0.999076502
467,PA14_30110,0.579259602,0.322651886,0.156538411,0.873980706,0.907398388,0.092071507,-0.575966222,0.514692973
468,PA14_30180,0.76974397,0.180293973,1.009242253,0.060137595,-0.21784475,0.854056646,-0.064641916,0.999076502
