,genes,T5T0_all2metab.log2FoldChange,T5T0_all2metab.padj,T24T0_all2metab.log2FoldChange,T24T0_all2metab.padj,U5U0_all2metab.log2FoldChange,U5U0_all2metab.padj,U24U0_all2metab.log2FoldChange,U24U0_all2metab.padj
703,PA14_45430,0.291987501,0.634339856,-0.063404893,0.951575469,0.204348801,0.830200989,0.066144096,0.999076502
704,PA14_45940,-0.596059733,0.532641774,-0.160439685,0.924130199,-0.257110331,0.887172724,0.221607676,0.994030799
705,PA14_45970,0.105190634,0.90004414,0.190428372,0.808141193,0.985200092,0.025035429,0.652581403,0.319653633
706,PA14_46070,0.001634259,0.994551828,0.100607105,0.699539098,0.247221373,0.20753653,-0.125743558,0.786507239
707,PA14_46100,0.354002001,0.316642966,0.310984137,0.412813108,0.53966918,0.100988124,-0.089125507,0.996189496
708,PA14_46240,-1.148084686,0.17943683,-0.490541293,0.682244223,-0.750169246,0.520835103,-0.950183105,0.474039618
709,PA14_46320,0.046406131,0.580766832,0.07354513,0.316450226,-0.08625511,0.2555746,0.008905202,0.999076502
710,PA14_46470,-0.449855435,0.596733628,-1.111561823,0.085392022,-0.118243996,0.950443385,0.061672305,0.999076502
711,PA14_46490,0.964726614,0.002266289,0.958413199,0.002871836,0.520583062,0.189603389,0.247282692,0.808881343
712,PA14_46910,0.131898247,0.242962971,0.133986998,0.23941902,0.379836252,2.90E-05,0.057508035,0.894924428
713,PA14_46920,0.336589224,0.019410982,0.401347283,0.004365606,0.34844991,0.019434824,0.126759466,0.720116832
714,PA14_46930,-0.089783724,0.737643965,0.008014622,0.984484084,0.118959747,0.711538936,-0.021252505,0.999076502
715,PA14_46950,-0.809521487,0.294542874,3.76E-05,0.999993059,-0.009072348,0.995972668,-0.094526596,0.999076502
716,PA14_46970,-0.867170725,0.492933148,-1.90813644,0.05800681,-1.411675965,0.228270237,-0.17298587,0.999076502
717,PA14_47100,1.164994061,4.30E-05,1.107710295,0.00014212,-0.333275538,0.46750841,-0.1737914,0.912270962
718,PA14_47150,-0.267243894,0.400074683,-0.029061978,0.963594407,0.666845244,0.008740768,-0.065160562,0.999076502
719,PA14_47160,0.410686214,0.715663439,0.81501442,0.380339336,0.384963012,0.808827472,0.702067399,0.659420996
720,PA14_47180,-1.36669605,0.075777506,-0.344531443,0.791541071,0.092383977,0.970762546,0.154553524,0.999076502
721,PA14_47190,0.28625026,0.416007029,-0.01809459,0.979146982,0.408877922,0.230441697,-0.069307008,0.999076502
722,PA14_47210,-0.658123807,0.557667805,-1.573734544,0.070640041,0.479873396,0.776295957,0.30691912,0.978335437
723,PA14_47280,-0.158297644,0.836048609,-0.132966263,0.882584134,-0.481778013,0.420082596,0.175306073,0.968875664
724,PA14_47300,-0.727070007,0.423889118,-1.061927033,0.196285216,-0.962241696,0.288668997,0.027661264,0.999076502
725,PA14_47430,0.386944936,0.708676476,0.460696884,0.663041458,-0.526675549,0.665958086,-1.230175539,0.1964638
726,PA14_47490,0.150974702,0.217589948,0.148628515,0.232994783,-0.005249405,0.987432972,0.155604977,0.363041304
727,PA14_47540,0.172520794,0.11915114,0.137935305,0.250609502,0.292897261,0.003798136,0.257884097,0.041402726
728,PA14_47670,0.879066262,0.018999973,0.848645778,0.027011208,0.399555859,0.46750841,0.245143443,0.859621339
729,PA14_47690,0.925236623,0.285990913,1.118246874,0.17559259,-0.000855098,0.999547511,0.303872704,0.968341285
730,PA14_47720,0.42670765,0.763154153,0.826849282,0.484028904,0.47119032,0.800494246,0.262816836,0.996189496
731,PA14_47730,-0.701191444,0.619623955,-0.361262328,0.853122705,-0.609492794,0.759299264,0.326292005,0.990151722
732,PA14_47760,0.280959845,0.042686691,0.366739224,0.005550474,-0.139974307,0.492328991,0.112874057,0.748811363
733,PA14_47790,0.208529877,0.000566247,0.193745767,0.001856501,0.011223938,0.960227507,0.175126591,0.027111225
734,PA14_47840,0.043834256,0.933356071,-0.045225729,0.942183947,0.225486371,0.579270979,0.158278837,0.865928985
735,PA14_47850,1.201255132,0.245158865,-2.220849228,0.012150532,0.319978679,0.887833922,-0.413807152,0.944371322
736,PA14_47860,0.313755529,0.239256704,0.571290158,0.01242779,0.707078819,0.001488079,0.443733029,0.165104703
737,PA14_48000,0.069121214,0.953413294,-0.157242891,0.898692322,0.255877633,0.841256987,0.051145231,0.999076502
738,PA14_48010,0.401689995,0.621078846,0.54538063,0.476535259,-0.921818926,0.167092618,-1.122925276,0.147396775
739,PA14_48020,-0.830680072,0.451786098,-0.896185962,0.422315391,-0.783682399,0.568811628,-2.265103965,0.028070644
740,PA14_48440,1.159858467,0.050067621,1.134658045,0.059017166,0.119444578,0.945598343,-0.13720889,0.999076502
741,PA14_48470,-0.198280811,0.84150395,0.129496196,0.92050404,0.41209049,0.683051999,0.117975234,0.999076502
742,PA14_48570,1.796166895,0.001264582,1.628089163,0.004794292,-0.753576962,0.324682925,-0.974473692,0.265712581
743,PA14_48600,-0.472010006,0.690359965,-0.483272725,0.7031596,0.95945449,0.356759174,1.298724479,0.264183077
744,PA14_49080,0.633333702,0.147032622,0.399695332,0.442888504,0.769542355,0.07650506,0.729453615,0.186930349
745,PA14_49130,-0.472967732,0.639020507,-0.695270561,0.450409698,0.190854765,0.923959783,-0.303189656,0.957904134
746,PA14_49250,-0.466782211,0.671562038,-0.501010502,0.664725814,-0.513399264,0.71336662,-1.110176695,0.339603873
747,PA14_49340,0.49793843,0.273404269,0.520215605,0.250739739,-0.078788846,0.947758997,0.133779042,0.985252299
748,PA14_49380,0.72812604,9.84E-05,0.575445146,0.003717541,-0.281623573,0.275694084,0.117820605,0.900032893
749,PA14_49460,-0.407518146,0.401615087,0.301647793,0.594526846,-0.642926374,0.15508002,-0.239095529,0.876001457
750,PA14_49470,0.760113369,0.179722272,0.382040279,0.608739449,0.373127121,0.685227285,-0.27167392,0.918452368
751,PA14_49760,-1.265816776,0.203067945,-0.974255254,0.378781018,-0.455832808,0.810213669,-1.173764534,0.417522883
752,PA14_49840,-0.862082657,8.43E-05,-0.848082625,0.000144718,0.471230481,0.07218016,0.65048444,0.022806278
753,PA14_49870,-1.202163935,3.97E-08,-0.806449761,0.000602601,0.309831747,0.341914632,0.310298326,0.475044385
754,PA14_50520,-0.146726482,0.005474848,-0.083827452,0.175083346,0.297825654,1.18E-09,0.21009749,0.000463477
755,PA14_50530,1.286192562,0.028376458,1.15593431,0.058494765,-0.689880845,0.377363394,-1.907298994,0.003733667
756,PA14_50540,1.525276192,0.02124597,0.488265059,0.62320292,-0.487269798,0.68815675,-1.342947245,0.133828863
757,PA14_50550,-0.797596158,0.525257646,-0.830709256,0.520398767,-1.781201559,0.085603459,-3.31713786,0.001587536
758,PA14_50560,-0.135143962,0.799659461,-0.50682777,0.15152189,0.573065701,0.107669013,0.506493212,0.286924808
759,PA14_50760,0.087082937,0.627365432,0.314833569,0.010847558,-0.12204723,0.530717511,-0.075709943,0.88598031
760,PA14_50800,-1.243825714,0.136562438,-1.13253076,0.193998982,-0.165657829,0.941540126,-0.90524987,0.514133839
761,PA14_51040,0.072035364,0.770624129,0.008019547,0.981995187,0.246592239,0.166563171,0.187596514,0.481792318
762,PA14_51050,-1.196285623,0.07311707,-0.827637861,0.271572873,-0.002401693,0.998978161,0.029729908,0.999076502
763,PA14_51080,-0.096589825,0.939236752,-0.27853719,0.809489602,-1.074356123,0.134579203,-1.099082089,0.218595201
764,PA14_51120,-1.670792229,0.05792169,-1.901053406,0.027047154,-0.082904638,0.977344288,0.507504219,0.885988954
765,PA14_51150,0.095785402,0.903648364,-0.004447781,0.997562155,0.122567999,0.909770595,0.090416954,0.999076502
766,PA14_51240,-0.554389478,0.002821658,0.124273984,0.685254151,0.347514785,0.11888976,0.526508287,0.024451695
767,PA14_51270,0.56040925,0.00293541,0.231733107,0.34409591,-0.318863725,0.175143161,0.145114163,0.815250948
768,PA14_51330,-0.184452297,0.585991321,0.003939314,0.996390711,0.224896559,0.563829816,0.398716524,0.267818798
769,PA14_51350,-0.876547679,0.481146966,-0.775186519,0.568027508,-1.152615128,0.360632902,-1.568635796,0.264183077
770,PA14_51360,0.080864539,0.789143393,0.220277039,0.314778908,0.311782184,0.130502116,0.328149332,0.194005882
771,PA14_51390,0.944977996,1.42E-06,0.942782015,1.94E-06,0.966745773,1.61E-06,0.602473013,0.021779789
772,PA14_51410,0.257746695,0.855279859,0.285577952,0.850434903,-1.256300864,0.165090516,-2.123209292,0.020458121
773,PA14_51420,0.976266846,0.001360218,1.033822537,0.000719867,1.257180738,2.90E-05,0.701579162,0.098053956
774,PA14_51430,0.785730424,0.006017804,0.819969343,0.004374427,1.086625858,9.19E-05,0.606493322,0.127660316
775,PA14_51980,-0.291475782,3.44E-09,-0.193436432,0.000241387,-0.005413003,0.978509076,0.067348284,0.519172083
776,PA14_51990,-0.065756925,0.53560239,-0.101990178,0.281374732,-0.05363548,0.727869918,-3.71E-05,0.999853972
777,PA14_52040,0.563951077,0.589339634,0.428381437,0.728519515,0.404356202,0.800494246,-0.895822866,0.508419526
778,PA14_52050,0.087906902,0.489047236,0.146437442,0.181360706,0.445341976,4.43E-07,0.219058193,0.0793383
779,PA14_52180,-0.100698291,0.006210925,-0.117536229,0.001164674,0.012465978,0.905740204,0.083160571,0.103000101
780,PA14_52210,-0.087696811,0.915974599,-0.147078886,0.854989333,-0.51052017,0.334057436,0.122554607,0.996189496
781,PA14_52270,0.210008659,0.608277542,0.159258771,0.741252394,0.23165353,0.647872332,0.03412994,0.999076502
782,PA14_52460,-0.196723927,0.013635063,-0.069627386,0.534922387,-0.250638662,0.001561097,0.104507384,0.45298516
783,PA14_52580,0.827483459,0.446374342,0.413320287,0.783458487,0.012901978,0.995866433,-1.576984481,0.180257402
784,PA14_52610,-0.042224395,0.6675709,-0.023780014,0.857827249,-0.417616991,1.62E-12,0.065885782,0.641896449
785,PA14_52630,-0.520297563,2.02E-06,-0.254276422,0.045600955,0.045009787,0.886133414,-0.08527585,0.837184017
786,PA14_52660,0.228691387,0.839687173,0.051300707,0.975903492,-0.325088484,0.812503217,-0.469533381,0.808881343
787,PA14_52670,-1.124185064,0.180293973,-1.501146163,0.054331562,-0.315025141,0.854670066,0.221980925,0.996189496
788,PA14_52690,0.229376273,0.603138163,0.218192681,0.648006573,0.219638148,0.70777723,0.171271309,0.913840904
789,PA14_52700,-0.989554734,0.319205411,-2.323689273,0.003633454,-2.232493949,0.006383003,-1.707996992,0.118552447
790,PA14_52720,0.06269723,0.895232725,0.183291023,0.616367714,0.443760009,0.108761432,0.427693986,0.224234342
791,PA14_52750,-0.683995694,0.496514363,-0.709672276,0.491704827,-0.381403233,0.819838422,-0.067941132,0.999076502
792,PA14_52770,-0.127364613,0.378601066,-0.163502321,0.227993083,-0.326917103,0.004934677,-0.024732789,0.999076502
793,PA14_52780,0.195798225,0.031198738,0.173558522,0.067708502,0.012137495,0.970074468,0.105371503,0.533610013
794,PA14_52790,0.87349698,1.80E-07,0.840381687,7.60E-07,-0.131402382,0.715966173,-0.094777118,0.928540342
795,PA14_52800,0.335205672,0.828157161,0.697651077,0.583371713,-1.077594012,0.350558333,-1.311708489,0.339923445
796,PA14_52810,0.405039337,0.133377607,0.393774175,0.152413585,0.772661839,0.001162017,0.665599052,0.024412206
797,PA14_52820,0.438022537,0.542668131,0.414058836,0.595328855,0.741730487,0.264545402,0.572818904,0.585263294
798,PA14_52840,0.025071486,0.990390622,0.26124862,0.897423094,-1.596383452,0.136542215,-2.073010449,0.084221368
799,PA14_52850,-0.016991396,0.959272088,0.017152044,0.966442769,-0.105626507,0.736160864,-0.14892949,0.679921345
800,PA14_52870,-0.048233731,0.869136138,0.065645238,0.825738419,-0.027379653,0.958725485,-0.1810141,0.534304336
801,PA14_52900,-0.191646887,0.815922969,-0.072402512,0.951431168,-0.932208043,0.073624532,0.211901199,0.953465299
802,PA14_52910,0.048676636,0.971677495,-0.245474942,0.833893999,0.621403988,0.506418763,-0.553958909,0.701701394
803,PA14_52990,1.071282287,0.367406235,1.269287246,0.267258779,-0.767611834,0.65152561,-1.408343913,0.355446648
804,PA14_53000,-0.233338275,0.30828327,-0.28154282,0.198067872,0.251689168,0.301501145,-0.125907878,0.856161298
805,PA14_53010,0.212754413,0.770345636,0.000255352,0.999993059,-0.073725115,0.960258938,-0.038281675,0.999076502
806,PA14_53050,-0.033730101,0.981565381,-0.028773899,0.986493042,0.261825373,0.882777909,0.210146829,0.996189496
807,PA14_53070,0.277618156,0.704700965,-0.061499237,0.959605348,0.880215156,0.10116453,-0.147415223,0.995315476
808,PA14_53220,1.01284227,0.151393072,0.871040243,0.245059115,0.426566996,0.729494063,0.583368291,0.688969837
809,PA14_53290,-0.537648634,0.451510516,0.228508549,0.828043726,0.192744271,0.89397196,0.137870662,0.999076502
810,PA14_53360,0.145020452,0.916650653,0.105854312,0.950543482,0.294772411,0.848399364,0.067981949,0.999076502
811,PA14_53470,-2.627231293,4.46E-13,-3.021553239,5.97E-17,-0.159351538,0.877838509,-0.009886351,0.999076502
812,PA14_53480,0.421516979,0.000264182,0.316215521,0.010751657,0.259926715,0.057530821,0.232613214,0.189247499
813,PA14_53800,0.218379879,0.209249301,0.304762746,0.055816103,0.46523105,0.001758054,0.481465652,0.006570765
814,PA14_53940,1.206593846,0.149012761,1.170512141,0.171328636,-0.514695909,0.719912976,0.235169081,0.994030799
815,PA14_53950,1.564014273,2.33E-05,1.442466139,0.000144718,-0.667690917,0.161718572,-1.40911387,0.002043845
816,PA14_53970,1.266058786,0.041725659,1.166368538,0.069561394,-0.079189013,0.970074468,-1.386798119,0.072786516
817,PA14_54040,-0.894217499,0.065393734,-1.035258879,0.028034054,-0.096301161,0.945598343,0.125775381,0.999076502
818,PA14_54150,0.125791382,0.009139202,0.088989339,0.09479099,0.146501078,0.003121369,0.095840594,0.173898013
819,PA14_54170,-0.013046507,0.937002327,0.121705195,0.187897314,-0.029113671,0.891081914,0.028564812,0.985028114
820,PA14_54450,-0.378778199,9.16E-05,-0.31143367,0.002213481,0.038121312,0.889424726,0.041004062,0.978171658
821,PA14_54520,-0.089500904,0.877176414,-0.221166047,0.627906884,-0.080267441,0.925310056,-0.157346535,0.923132543
822,PA14_54620,-0.253748253,0.763145897,0.082782648,0.949965074,-0.133121513,0.92877507,0.020932676,0.999076502
823,PA14_54640,1.54110098,1.01E-09,1.402105636,5.27E-08,0.403119275,0.269361514,0.559647685,0.165629176
824,PA14_54670,0.873896914,0.005171478,0.693916222,0.037994288,0.26917609,0.631291757,0.480285076,0.349284504
825,PA14_54880,-0.504999228,0.435201498,-0.43840612,0.534922387,-0.155046895,0.909770595,-0.558217222,0.571587402
826,PA14_54910,0.181025554,0.885040434,0.197140087,0.886107364,-0.107488183,0.960258938,-0.907600386,0.387703073
827,PA14_54930,0.170295248,0.003789541,0.121183932,0.060727357,0.099507745,0.18010739,0.08331299,0.422305338
828,PA14_54940,0.307396026,4.95E-06,0.253282845,0.0003189,0.246033207,0.000763479,0.17322286,0.075242354
829,PA14_55130,-1.038736403,0.188031225,0.070384966,0.969229218,-0.157046974,0.940196469,0.029031763,0.999076502
830,PA14_55740,0.72688102,8.93E-10,0.669280996,3.08E-08,0.380488606,0.005205963,-0.043750395,0.992807096
831,PA14_55770,-0.355958655,0.691392185,-0.148646448,0.913304006,-0.072176447,0.971875087,-0.007068917,0.999201514
832,PA14_56060,0.381227586,0.505295362,0.029543221,0.977996555,0.412858072,0.541869418,0.731659383,0.246051806
833,PA14_56240,0.616947902,1.51E-05,0.424720004,0.006103742,0.205476519,0.31589947,0.295698519,0.181148322
834,PA14_56250,-0.102937234,0.214801412,-0.016562175,0.922715098,-0.13937144,0.087462541,0.02689429,0.980157764
835,PA14_56300,0.634419025,0.631281995,0.808532961,0.52257097,1.071722919,0.387437693,0.109432176,0.999076502
836,PA14_56340,0.108783153,0.497917057,0.151508713,0.303511498,0.068053235,0.791362654,0.199012038,0.274807746
837,PA14_56570,0.208465832,0.811078628,0.445685252,0.525399528,0.059912044,0.97213705,0.147057906,0.998670779
838,PA14_56680,-2.618088754,4.23E-06,-0.796787003,0.298688917,-0.383244068,0.767452915,0.187441468,0.996189496
839,PA14_56780,-0.212190084,0.914919313,-0.617538256,0.687430411,0.324997928,0.89977597,1.241048862,0.452948931
840,PA14_56900,-0.060243844,0.515574547,-0.047385483,0.661635571,0.157110826,0.033616338,0.163618032,0.06607703
841,PA14_57160,0.653382852,2.94E-09,0.496171022,1.76E-05,0.213379375,0.149194549,0.181809593,0.371260327
842,PA14_57190,0.240581573,0.424931741,0.299770263,0.296703045,0.557058487,0.02384612,0.58300581,0.04691927
843,PA14_57210,-0.912051776,0.159747698,-1.305526713,0.028133674,-0.322974377,0.792196407,-0.360143493,0.875155529
844,PA14_57260,-0.5448494,0.591433348,-0.032912864,0.984886071,0.048474213,0.984065461,0.134050177,0.999076502
845,PA14_57320,-1.016354403,2.35E-10,-0.485278497,0.007502338,-0.22554061,0.356759174,0.379750697,0.123843551
846,PA14_57330,0.074926084,0.586099909,0.176622675,0.095514079,0.026381868,0.925310056,0.278560447,0.017522057
847,PA14_57340,-1.103168426,5.76E-06,-0.52993118,0.062694651,-0.197144266,0.695118254,0.451148673,0.257700142
848,PA14_57370,-0.542765719,4.28E-12,-0.431953069,9.15E-08,-0.216846453,0.021413844,0.099120832,0.578620329
849,PA14_57380,0.34742475,0.849361729,0.330986829,0.870652876,-0.600772399,0.771182502,-1.213980676,0.502331454
850,PA14_57390,-0.454770612,4.15E-06,-0.196319128,0.097303702,-0.098528006,0.584563545,0.183510301,0.259262049
851,PA14_57410,-0.151840027,0.226203933,0.00552458,0.983128947,-0.005576633,0.987142794,0.209711119,0.167294541
852,PA14_57500,0.092191235,0.114057724,0.079733151,0.196708789,0.09892778,0.110639495,0.071395344,0.440344706
853,PA14_57540,-0.01520441,0.990570801,-0.655845104,0.393223326,-0.16948264,0.921339327,0.025992109,0.999076502
854,PA14_57560,-0.317581703,0.721975096,-0.394774002,0.657986331,-0.787428682,0.275749671,-0.796448692,0.393358409
855,PA14_57570,0.361277568,0.517205028,-0.739721818,0.10244497,-0.051351295,0.9717253,0.203110692,0.932250712
856,PA14_57670,-1.158896889,0.145644664,-1.60281918,0.029543885,-0.100011237,0.969177161,-0.045331266,0.999076502
857,PA14_57710,0.268540223,0.612698662,0.177397816,0.790674239,0.199125769,0.804173257,0.272071839,0.816713726
858,PA14_57720,-0.838947678,0.242655633,-1.105729845,0.097105446,0.207520172,0.899767596,-0.149887987,0.999076502
859,PA14_57770,-0.637595345,0.471873483,-0.654157496,0.475678512,-0.370625178,0.797860024,-0.032705543,0.999076502
860,PA14_57780,-1.43533418,8.45E-06,-1.660975263,1.94E-07,-0.212421109,0.772751413,-0.09081786,0.999076502
861,PA14_57800,-1.22384375,0.105695367,-0.93194614,0.261593635,-0.634298926,0.575187487,-0.098660353,0.999076502
862,PA14_57810,0.288156224,0.110902471,0.226325975,0.250609502,-0.560715466,0.0004937,-0.017109789,0.999076502
863,PA14_57890,-0.932341399,0.097313955,0.352208881,0.666210763,-0.32583959,0.758284562,0.071062483,0.999076502
864,PA14_57900,-0.092861205,0.865279473,-0.052925756,0.942183947,-0.134644394,0.838378576,-0.021783873,0.999076502
865,PA14_58000,-1.326026558,0.002758046,-1.267281947,0.005267123,-0.317647022,0.717675755,-0.090307371,0.999076502
866,PA14_58030,1.233936393,0.122078497,1.137624287,0.17021037,0.354357241,0.830200989,0.470742632,0.862840474
867,PA14_58220,0.050432162,0.855588498,0.035731731,0.92023933,0.04261943,0.922554421,-0.07108281,0.944432816
868,PA14_58410,0.181913261,0.038510722,0.105630775,0.314778908,0.307058021,0.000191261,0.001644346,0.999076502
869,PA14_58420,-0.056130909,0.93570703,-0.07317174,0.92676322,-0.307624404,0.569996111,0.076921775,0.999076502
870,PA14_58440,0.251199403,0.509961179,0.247702186,0.534922387,0.401126813,0.262211697,0.221495393,0.787959785
871,PA14_58450,0.494515211,0.714795081,0.078105496,0.973127168,-0.790164049,0.578738953,-1.672057805,0.171641322
872,PA14_58470,1.025210972,5.91E-05,1.002164542,0.000119133,0.970705152,0.000274564,-0.182731093,0.859621339
873,PA14_58490,0.735333373,1.69E-05,0.660458954,0.000179275,0.295263937,0.191358599,-0.093702925,0.930009637
874,PA14_58550,-0.290878184,0.03151503,-0.340279534,0.010179282,-0.628444419,2.51E-07,0.034363417,0.999076502
875,PA14_58630,0.157821343,0.472490181,0.100843299,0.713791488,0.395505965,0.023571117,0.348809858,0.122182271
876,PA14_58700,0.307231411,8.65E-11,0.262588689,6.85E-08,0.169592642,0.001750171,0.02966221,0.921584587
877,PA14_58780,-0.048934763,0.956730851,0.079191105,0.942183947,-0.225768992,0.816090502,0.009996054,0.999076502
878,PA14_58870,-1.820357411,0.118970557,-2.277427603,0.040319302,0.483567755,0.842667575,-0.054284885,0.999076502
879,PA14_60120,-0.640709226,6.32E-05,-1.106024098,3.34E-13,-0.35201242,0.065607998,-0.002688782,0.999076502
880,PA14_60210,0.449412976,0.724299102,-0.07959334,0.971033936,0.170641815,0.945598343,-0.814556948,0.632705718
881,PA14_60270,-1.678981932,0.126860029,-0.287994164,0.893716997,-0.805286294,0.649716288,-1.625506711,0.280573288
882,PA14_60330,-0.03276613,0.984424137,0.70659679,0.500685669,0.340187067,0.845769607,0.03609589,0.999076502
883,PA14_60380,0.220899171,0.889782907,-0.733384181,0.518198598,-0.385710382,0.835999829,-1.465862627,0.209795487
884,PA14_60420,0.083256029,0.388743814,0.208582206,0.005913198,-0.418956984,3.92E-09,0.11237242,0.374314335
885,PA14_60700,0.629068895,0.167059177,0.896851743,0.031559654,0.98133008,0.01893298,0.252760942,0.875155529
886,PA14_60710,-0.056848577,0.96343416,4.12E-06,0.999993059,-1.049523827,0.11888976,-1.103441626,0.180608014
887,PA14_60730,-0.511363142,0.214095759,-0.500489339,0.232994783,0.59203549,0.157846994,0.421473322,0.524552795
888,PA14_60890,-0.25183992,0.812112753,-0.441569296,0.638027563,1.218257563,0.070659871,0.248764902,0.968875664
889,PA14_61040,0.101544914,0.894640161,0.006739465,0.996333845,-0.411564753,0.48345269,-0.641640673,0.279491665
890,PA14_61210,0.254315165,0.271580153,0.260770548,0.260836037,0.149495002,0.675833053,0.144369799,0.815048069
891,PA14_61250,0.497585828,0.236726946,0.473940136,0.273859477,0.447158633,0.352739936,0.527515878,0.362705905
892,PA14_61400,0.407240049,0.666978731,1.00609687,0.163087206,-0.569584816,0.584563545,-1.293476784,0.135741317
893,PA14_61460,-0.947224482,2.13E-08,-0.762945695,1.47E-05,0.170203802,0.588194969,0.31765062,0.264183077
894,PA14_61470,-0.211472497,0.085713895,-0.187777974,0.142840592,0.154232124,0.294117862,0.112405765,0.65065464
895,PA14_61480,0.878655596,0.470705485,-0.52201525,0.738224185,-0.163884463,0.958725485,-1.39898354,0.340038205
896,PA14_61580,-0.067863062,0.962275015,-0.362213222,0.760710408,-0.513360804,0.681436405,-0.870995093,0.465861678
897,PA14_61660,-0.087768296,0.499310486,-0.077511401,0.586856863,-0.339877023,0.000329952,-0.225029719,0.076022408
898,PA14_61680,-0.411739389,0.415759203,-0.397384555,0.455128852,-0.532559114,0.295747531,-0.215582502,0.918452368
899,PA14_61710,-1.210098493,0.147658181,-0.7067773,0.489994186,-0.293568416,0.873172208,-0.472003055,0.870978275
900,PA14_61750,-0.435871218,0.552934299,-0.372273113,0.65580029,0.045774721,0.979584254,0.455034315,0.737021652
901,PA14_61770,0.360737549,0.425128323,0.210884036,0.717175019,-0.582569516,0.165266721,-0.226755463,0.865070352
902,PA14_62000,0.100460083,0.775156871,-0.097856842,0.80186557,-0.240720925,0.419053726,0.206013955,0.65696821
903,PA14_62010,0.327416016,0.008426831,0.229443141,0.094727088,-0.872260229,7.77E-15,-0.161282432,0.472762284
904,PA14_62120,-1.053895386,0.265150346,-1.189001641,0.196708789,-0.064474247,0.981174004,-0.243715975,0.996189496
905,PA14_62130,0.749948547,0.223170705,0.518728746,0.470406942,-0.40159508,0.679120537,-0.490761997,0.68894446
906,PA14_62150,0.270968025,0.01107196,0.208540394,0.069856839,-0.074654823,0.720681416,0.007119506,0.999076502
907,PA14_62440,0.677464937,0.015160182,0.455905852,0.14600916,0.470455638,0.153131733,0.164308257,0.897748038
908,PA14_62480,0.000191912,0.997480232,0.009574815,0.948673072,-0.177644918,0.002325618,0.090486913,0.327131488
909,PA14_62570,0.099861078,0.953499722,0.099178434,0.962640349,0.879184993,0.474474491,0.778422778,0.679921345
910,PA14_62580,-0.375866855,0.736114964,-0.116401771,0.948594837,0.009730656,0.995972668,-0.14528767,0.999076502
911,PA14_62590,0.090675664,0.609057255,0.080888447,0.679890562,-0.031610106,0.930123617,0.075267742,0.886045234
912,PA14_62600,-0.125600386,0.9334108,-0.089174009,0.962046211,-0.068791052,0.978509076,-0.053771366,0.999076502
913,PA14_62620,0.592953756,3.87E-14,0.507993719,2.36E-10,0.410802114,1.56E-06,0.177315681,0.174294888
914,PA14_62630,0.260501574,0.022621813,0.204985653,0.095767101,0.732792699,2.31E-13,0.365002999,0.006098709
915,PA14_62730,-0.404401588,1.02E-09,-0.364362204,7.10E-08,-0.18232563,0.021421803,0.080378738,0.601698783
916,PA14_62830,-1.058246655,0.000305647,-1.012238253,0.000728139,-0.966985772,0.001610768,-0.057482574,0.999076502
917,PA14_62840,1.0382456,6.61E-07,0.974753017,4.62E-06,0.416846046,0.122091994,0.037675198,0.999076502
918,PA14_62850,-1.656270266,0.072925662,-1.498685816,0.116071178,-0.383834842,0.847498959,-0.671815754,0.788586929
919,PA14_62910,-0.748046046,0.311950112,0.147803294,0.916971137,-0.074706212,0.97176679,0.09247275,0.999076502
920,PA14_62930,1.476171333,0.077316875,1.263257452,0.151923014,0.172087027,0.941540126,-0.456219119,0.898523666
921,PA14_62940,0.07005935,0.944719534,0.102793259,0.93267547,0.283081425,0.787822051,-0.694984359,0.396144023
922,PA14_63080,0.875278952,0.379233636,-0.686548208,0.540403849,-0.869548739,0.448658002,-0.22014677,0.999076502
923,PA14_63090,1.657531992,9.31E-05,1.2887198,0.004320301,1.161561276,0.013714567,0.486833912,0.601698783
924,PA14_63250,-0.120298814,0.947796388,0.266123305,0.890058952,-0.274493643,0.909770595,-0.457322113,0.926174297
925,PA14_63570,0.064461332,0.959272088,-0.240271729,0.834386382,0.511544721,0.620775404,0.093435869,0.999076502
926,PA14_63580,-0.058029926,0.941250194,0.015721422,0.986543758,-0.164554223,0.854742771,-0.278155892,0.823872063
927,PA14_63605,0.688784013,0.421460949,0.679527101,0.446558764,-0.092048204,0.970074468,-0.02380689,0.999076502
928,PA14_63640,-0.059252387,0.96188657,0.35418705,0.715981875,0.588225114,0.52093047,0.366160925,0.877339909
929,PA14_63800,0.657958314,0.241728426,0.386318149,0.58152793,-0.661520909,0.276429682,-0.521682506,0.584409008
930,PA14_63850,-1.35731313,0.149467953,-1.690107069,0.058590483,-0.627125762,0.687427683,-0.234059308,0.999076502
931,PA14_63990,0.143287234,0.933356071,0.166699777,0.933732732,0.80469574,0.5266377,0.288012208,0.984573545
932,PA14_64090,-0.526628329,0.009280368,-0.466895412,0.026957044,0.001038154,0.998399269,0.020813673,0.999076502
933,PA14_64100,0.673344429,4.18E-07,0.564584303,4.58E-05,0.360232563,0.020400399,0.139556308,0.685008604
