	rxn10125	rxn00083	rxn05312	rxn05318	rxn00615	rxn00148	rxn05229	rxn00250	rxn00134	rxn05581	rxn00251	rxn10165	rxn10053	rxn05319	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00067_e	EX_cpd00001_e	EX_cpd00009_e	ATPM	DM_cpd00002_c
23	-341.16990059980014	-341.16990059980014	673.9498011996003	224.6499337332001	-457.6898674664002	224.6499337332001	-224.6499337332001	224.6499337332001	224.6499337332001	457.6898674664002	224.6499337332001	457.6898674664002	224.6499337332001	-216.25993373320009	-224.6499337332001	457.6898674664002	-457.6898674664002	-216.2599337332001	216.25993373320009	-216.2599337332001	8.39	224.6499337332001
24	-416.26950020019984	-416.26950020019984	824.1490004003997	274.71633346679994	-557.8226669335999	274.71633346679994	-274.71633346679994	274.71633346679994	274.71633346679994	557.8226669335999	274.71633346679994	557.8226669335999	274.71633346679994	-266.32633346679995	-274.71633346679994	557.8226669335999	-557.8226669335999	-266.32633346680007	266.32633346679995	-266.32633346679995	8.39	274.71633346679994
25	-366.1697006002001	-366.1697006002001	723.9494012004002	241.31646706680007	-491.02293413360013	241.31646706680007	-241.31646706680007	241.31646706680007	241.31646706680007	491.02293413360013	241.31646706680007	491.02293413360013	241.31646706680007	-232.92646706680006	-241.31646706680007	491.02293413360013	-491.02293413360013	-232.92646706680011	232.92646706680006	-232.92646706680011	8.39	241.31646706680002
26	-166.3206997994006	-166.3206997994006	324.2513995988012	108.08379986626707	-224.55759973253413	108.08379986626707	-108.08379986626707	108.08379986626707	108.08379986626707	224.55759973253413	108.08379986626707	224.55759973253413	108.08379986626707	-99.69379986626707	-108.08379986626707	224.55759973253413	-224.55759973253413	-99.69379986626711	99.69379986626707	-99.69379986626706	8.39	108.08379986626706
27	-216.22050019940065	-216.22050019940065	424.0510003988013	141.3503334662671	-291.0906669325342	141.3503334662671	-141.3503334662671	141.3503334662671	141.3503334662671	291.0906669325342	141.3503334662671	291.0906669325342	141.3503334662671	-132.96033346626712	-141.3503334662671	291.0906669325342	-291.0906669325342	-132.96033346626712	132.96033346626712	-132.96033346626712	8.39	141.3503334662671
28	-141.42069939980055	-141.42069939980055	274.4513987996011	91.48379959986704	-191.35759919973407	91.48379959986704	-91.48379959986704	91.48379959986704	91.48379959986704	191.35759919973407	91.48379959986704	191.35759919973407	91.48379959986704	-83.09379959986704	-91.48379959986704	191.35759919973407	-191.35759919973407	-83.09379959986704	83.09379959986704	-83.09379959986705	8.39	91.48379959986703
29	-316.22010019940086	-316.22010019940086	624.0502003988017	208.01673346626725	-424.4234669325345	208.01673346626725	-208.01673346626725	208.01673346626725	208.01673346626725	424.4234669325345	208.01673346626725	424.4234669325345	208.01673346626725	-199.62673346626724	-208.01673346626725	424.4234669325345	-424.4234669325345	-199.6267334662673	199.62673346626724	-199.6267334662673	8.39	208.0167334662672
30	-116.57049900099963	-116.57049900099963	224.75099800199928	74.91699933399977	-158.22399866799952	74.91699933399977	-74.91699933399977	74.91699933399977	74.91699933399977	158.22399866799952	74.91699933399977	158.22399866799952	74.91699933399977	-66.52699933399977	-74.91699933399977	158.22399866799952	-158.22399866799952	-66.52699933399981	66.52699933399977	-66.52699933399975	8.39	74.91699933399975
31	-497.8696239984987	-497.8696239984987	987.3492479969973	329.1164159989991	-666.6228319979982	329.1164159989991	-329.1164159989991	329.1164159989991	329.1164159989991	666.6228319979982	329.1164159989991	666.6228319979982	329.1164159989991	-320.72641599899913	-329.1164159989991	666.6228319979982	-666.6228319979982	-320.726415998999	320.72641599899913	-320.7264159989991	8.39	329.1164159989991
32	-297.4948750005013	-297.4948750005013	586.5997500010026	195.5332500003342	-399.45650000066837	195.5332500003342	-195.5332500003342	195.5332500003342	195.5332500003342	399.45650000066837	195.5332500003342	399.45650000066837	195.5332500003342	-187.1432500003342	-195.5332500003342	399.45650000066837	-399.45650000066837	-187.1432500003342	187.1432500003342	-187.1432500003342	8.39	195.5332500003342
