	rxn10158	rxn05312	rxn05318	rxn05561	rxn00615	rxn00148	rxn00250	rxn00134	rxn00102	rxn05581	rxn00251	rxn10165	rxn05319	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00067_e	EX_cpd00001_e	EX_cpd00009_e	ATPM	DM_cpd00002_c
61	-316.18191158758054	623.9738231751611	207.99127439172037	316.18191158758054	-424.3725487834407	207.99127439172037	207.99127439172037	207.99127439172037	-207.99127439172037	424.3725487834407	207.99127439172037	424.3725487834407	-199.60127439172038	-207.99127439172037	424.3725487834407	-424.3725487834407	-199.60127439172032	199.60127439172038	-199.60127439172038	8.39	207.99127439172037
62	-336.35250862378217	664.3150172475644	221.43833908252145	336.3525086237821	-451.2666781650429	221.43833908252145	221.43833908252145	221.43833908252145	-221.43833908252145	451.2666781650429	221.43833908252145	451.2666781650429	-213.04833908252147	-221.43833908252145	451.2666781650429	-451.2666781650429	-213.04833908252147	213.04833908252147	-213.04833908252147	8.39	221.43833908252145
63	-343.94482336861086	679.4996467372218	226.4998822457406	343.94482336861086	-461.3897644914812	226.4998822457406	226.4998822457406	226.4998822457406	-226.4998822457406	461.3897644914812	226.4998822457406	461.3897644914812	-218.10988224574058	-226.4998822457406	461.3897644914812	-461.3897644914812	-218.1098822457406	218.10988224574058	-218.10988224574066	8.39	226.4998822457406
64	-354.1927641959209	699.9955283918418	233.33184279728061	354.192764195921	-475.0536855945612	233.33184279728061	233.33184279728061	233.33184279728061	-233.33184279728061	475.0536855945612	233.33184279728061	475.0536855945612	-224.94184279728063	-233.33184279728061	475.0536855945612	-475.0536855945612	-224.94184279728066	224.94184279728063	-224.94184279728063	8.39	233.33184279728061
65	-374.5865138705964	740.7830277411928	246.92767591373092	374.5865138705964	-502.24535182746183	246.92767591373092	246.92767591373092	246.92767591373092	-246.92767591373092	502.24535182746183	246.92767591373092	502.24535182746183	-238.53767591373094	-246.92767591373092	502.24535182746183	-502.24535182746183	-238.5376759137309	238.53767591373094	-238.53767591373094	8.39	246.92767591373092
66	-394.9802635452713	781.5705270905427	260.5235090301809	394.9802635452713	-529.4370180603618	260.5235090301809	260.5235090301809	260.5235090301809	-260.5235090301809	529.4370180603618	260.5235090301809	529.4370180603618	-252.1335090301809	-260.5235090301809	529.4370180603618	-529.4370180603618	-252.13350903018102	252.1335090301809	-252.13350903018087	8.39	260.5235090301809
67	-186.85796165752743	365.32592331505487	121.77530777168495	186.85796165752743	-251.94061554336992	121.77530777168495	121.77530777168495	121.77530777168495	-121.77530777168495	251.94061554336992	121.77530777168495	251.94061554336992	-113.38530777168494	-121.77530777168495	251.94061554336992	-251.94061554336992	-113.38530777168496	113.38530777168494	-113.38530777168495	8.39	121.77530777168496
68	-349.0739126338283	689.7578252676566	229.91927508921887	349.0739126338283	-468.2285501784378	229.91927508921887	229.91927508921887	229.91927508921887	-229.91927508921887	468.2285501784378	229.91927508921887	468.2285501784378	-221.52927508921883	-229.91927508921887	468.2285501784378	-468.2285501784378	-221.52927508921888	221.52927508921883	-221.5292750892188	8.39	229.9192750892189
69	-425.50986963260823	842.6297392652165	280.87657975507216	425.50986963260823	-570.1431595101443	280.87657975507216	280.87657975507216	280.87657975507216	-280.87657975507216	570.1431595101443	280.87657975507216	570.1431595101443	-272.48657975507217	-280.87657975507216	570.1431595101443	-570.1431595101443	-272.48657975507217	272.48657975507217	-272.48657975507217	8.39	280.87657975507216
70	-191.96657551649662	375.54315103299325	125.18105034433108	191.96657551649662	-258.75210068866215	125.18105034433108	125.18105034433108	125.18105034433108	-125.18105034433108	258.75210068866215	125.18105034433108	258.75210068866215	-116.7910503443311	-125.18105034433108	258.75210068866215	-258.75210068866215	-116.79105034433111	116.7910503443311	-116.7910503443311	8.39	125.18105034433108
71	-359.3013780548902	710.2127561097805	236.73758536992682	359.30137805489017	-481.8651707398536	236.73758536992682	236.73758536992682	236.73758536992682	-236.73758536992682	481.8651707398536	236.73758536992682	481.8651707398536	-228.34758536992683	-236.73758536992682	481.8651707398536	-481.8651707398536	-228.34758536992683	228.34758536992683	-228.34758536992683	8.39	236.73758536992682
72	-430.6184834915772	852.8469669831545	284.2823223277182	430.6184834915772	-576.9546446554364	284.2823223277182	284.2823223277182	284.2823223277182	-284.2823223277182	576.9546446554364	284.2823223277182	576.9546446554364	-275.8923223277182	-284.2823223277182	576.9546446554364	-576.9546446554364	-275.8923223277183	275.8923223277182	-275.89232232771815	8.39	284.2823223277182
73	-384.7935447544843	761.1970895089686	253.7323631696562	384.7935447544843	-515.8547263393124	253.7323631696562	253.7323631696562	253.7323631696562	-253.7323631696562	515.8547263393124	253.7323631696562	515.8547263393124	-245.3423631696562	-253.7323631696562	515.8547263393124	-515.8547263393124	-245.34236316965615	245.3423631696562	-245.3423631696562	8.39	253.7323631696562
74	-273.1348383421464	537.8796766842928	179.29322556143094	273.1348383421464	-366.97645112286193	179.29322556143094	179.29322556143094	179.29322556143094	-179.29322556143094	366.97645112286193	179.29322556143094	366.97645112286193	-170.9032255614309	-179.29322556143094	366.97645112286193	-366.97645112286193	-170.90322556143096	170.9032255614309	-170.90322556143087	8.39	179.29322556143097
75	-415.3231508418213	822.2563016836427	274.0854338945476	415.3231508418213	-556.5608677890951	274.0854338945476	274.0854338945476	274.0854338945476	-274.0854338945476	556.5608677890951	274.0854338945476	556.5608677890951	-265.6954338945476	-274.0854338945476	556.5608677890951	-556.5608677890951	-265.6954338945476	265.6954338945476	-265.6954338945476	8.39	274.0854338945476
76	-456.0292380168214	903.668476033643	301.22282534454763	456.0292380168214	-610.8356506890952	301.22282534454763	301.22282534454763	301.22282534454763	-301.22282534454763	610.8356506890952	301.22282534454763	610.8356506890952	-292.83282534454764	-301.22282534454763	610.8356506890952	-610.8356506890952	-292.83282534454776	292.83282534454764	-292.8328253445477	8.39	301.22282534454763
