	rxn10158	rxn05312	rxn05318	rJB00240	rxn00615	rxn05209	rxn00148	rxn00250	rxn00134	rxn00102	rxn05581	rxn00097	rxn00251	rxn10165	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	ATPM	DM_cpd00002_c
65	-613.2097036419175	919.8145554628762	306.60485182095874	613.2097036419175	-919.8145554628762	-613.2097036419175	8.389999999999986	8.389999999999986	306.60485182095874	-8.389999999999986	919.8145554628762	298.21485182095876	8.389999999999986	919.8145554628762	-306.60485182095874	919.8145554628762	-919.8145554628762	8.39	306.6048518209588
66	-638.3097032415176	957.4645548622766	319.15485162075885	638.3097032415176	-957.4645548622766	-638.3097032415176	8.389999999999986	8.389999999999986	319.15485162075885	-8.389999999999986	957.4645548622766	310.76485162075886	8.389999999999986	957.4645548622766	-319.15485162075885	957.4645548622766	-957.4645548622766	8.39	319.1548516207589
67	-650.8848030409172	976.327204561376	325.44240152045865	650.8848030409172	-976.327204561376	-650.8848030409172	8.389999999999986	8.389999999999986	325.44240152045865	-8.389999999999986	976.327204561376	317.05240152045866	8.389999999999986	976.327204561376	-325.44240152045865	976.327204561376	-976.327204561376	8.39	325.44240152045865
68	-657.1849280404163	985.7773920606244	328.5924640202081	657.1849280404163	-985.7773920606244	-657.1849280404163	8.389999999999986	8.389999999999986	328.5924640202081	-8.389999999999986	985.7773920606244	320.20246402020814	8.389999999999986	985.7773920606244	-328.5924640202081	985.7773920606244	-985.7773920606244	8.39	328.5924640202082
69	-463.1103040419176	694.6654560628763	231.55515202095876	463.1103040419176	-694.6654560628763	-463.1103040419176	8.389999999999986	8.389999999999986	231.55515202095876	-8.389999999999986	694.6654560628763	223.16515202095877	8.389999999999986	694.6654560628763	-231.55515202095876	694.6654560628763	-694.6654560628763	8.39	231.55515202095876
70	-456.8227792924174	685.2341689386261	228.41138964620868	456.8227792924174	-685.2341689386261	-456.8227792924174	8.389999999999986	8.389999999999986	228.41138964620868	-8.389999999999986	685.2341689386261	220.02138964620866	8.389999999999986	685.2341689386261	-228.41138964620868	685.2341689386261	-685.2341689386261	8.39	228.41138964620876
71	-438.0229046923165	657.0343570384748	219.01145234615825	438.0229046923165	-657.0343570384748	-438.0229046923165	8.389999999999986	8.389999999999986	219.01145234615825	-8.389999999999986	657.0343570384748	210.62145234615824	8.389999999999986	657.0343570384748	-219.01145234615825	657.0343570384748	-657.0343570384748	8.39	219.01145234615825
72	-606.9221788924174	910.3832683386261	303.4610894462087	606.9221788924174	-910.3832683386261	-606.9221788924174	8.389999999999986	8.389999999999986	303.4610894462087	-8.389999999999986	910.3832683386261	295.0710894462087	8.389999999999986	910.3832683386261	-303.4610894462087	910.3832683386261	-910.3832683386261	8.39	303.4610894462087
73	-450.5478044925169	675.8217067387753	225.27390224625844	450.5478044925169	-675.8217067387753	-450.5478044925169	8.389999999999986	8.389999999999986	225.27390224625844	-8.389999999999986	675.8217067387753	216.88390224625846	8.389999999999986	675.8217067387753	-225.27390224625844	675.8217067387753	-675.8217067387753	8.39	225.27390224625844
74	-513.0227046919165	769.5340570378747	256.51135234595824	513.0227046919165	-769.5340570378747	-513.0227046919165	8.389999999999986	8.389999999999986	256.51135234595824	-8.389999999999986	769.5340570378747	248.12135234595826	8.389999999999986	769.5340570378747	-256.51135234595824	769.5340570378747	-769.5340570378747	8.39	256.51135234595824
