	rxn10158	rxn05312	rxn05318	rJB00240	rxn05158	rxn00615	rxn05209	rxn13836	rxn00148	rxn05229	rxn00250	rxn00134	rxn05581	rxn00097	rxn00251	rxn10165	rxn10053	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00009_e	ATPM	EX_cpd00170_e	EX_cpd00222_e	DM_cpd00002_c
26	-191.47414347889833	173.82923695779664	209.11905000000047	191.47414347889833	453.5279130422034	-880.1560130422034	-191.47414347889833	-252.79886304220338	209.11905000000002	-209.11905000000002	209.11905000000002	209.11905000000047	880.1560130422034	0.0	209.11905000000002	426.6281000000005	209.11905000000002	-209.11905000000013	880.1560130422034	-880.1560130422034	252.79886304220338	8.39	252.79886304220338	-252.79886304220338	209.11904999999996
27	-151.472919317768	93.8267886355361	209.11905000000047	151.472919317768	533.5303613644636	-960.1584613644634	-151.472919317768	-332.8013113644637	209.1190499999999	-209.1190499999999	209.1190499999999	209.11905000000047	960.1584613644634	0.0	209.1190499999999	426.6281000000005	209.1190499999999	-209.11905000000013	960.1584613644634	-960.1584613644634	332.8013113644637	8.39	332.8013113644637	-332.8013113644637	209.11904999999996
28	-223.19675212015773	237.27445424031544	209.11905000000047	223.19675212015773	390.0826957596846	-1000.0	-223.19675212015773	-372.6428499999988	25.82984575968464	-25.82984575968464	25.82984575968464	209.11905000000047	1000.0	183.28920424031537	25.82984575968464	609.9173042403154	25.82984575968464	-209.11905000000013	1000.0	-1000.0	372.64284999999927	8.39	372.6428499999995	-372.6428499999995	209.11904999999996
29	-659.0511801001314	984.7690268669295	333.33333333333326	659.0511801001314	15.230973133070544	-1000.0	-659.0511801001314	0.0	23.620973133070493	-23.620973133070493	23.620973133070493	333.33333333333326	1000.0	309.71236020026276	23.620973133070493	984.7690268669295	23.620973133070493	-333.33333333333326	1000.0	-1000.0	0.0	8.39	0.0	0.0	333.33333333333326
30	-638.3100045976652	943.2866758619972	333.33333333333326	638.3100045976652	56.71332413800284	-1000.0	-638.3100045976652	0.0	65.10332413800279	-65.10332413800279	65.10332413800279	333.33333333333326	1000.0	268.2300091953305	65.10332413800279	943.2866758619972	65.10332413800279	-333.33333333333326	1000.0	-1000.0	0.0	8.39	0.0	0.0	333.33333333333326
31	-576.2933105821002	819.2532878308672	333.33333333333326	576.2933105821002	180.74671216913285	-1000.0	-576.2933105821002	0.0	189.1367121691328	-189.1367121691328	189.1367121691328	333.33333333333326	1000.0	144.19662116420054	189.1367121691328	819.2532878308672	189.1367121691328	-333.33333333333326	1000.0	-1000.0	0.0	8.39	0.0	0.0	333.33333333333326
32	-617.6102286471003	901.8871239608673	333.33333333333337	617.6102286471003	98.11287603913274	-1000.0	-617.6102286471003	0.0	106.50287603913273	-106.50287603913273	106.50287603913273	333.33333333333337	1000.0	226.83045729420053	106.50287603913273	901.8871239608673	106.50287603913273	-333.33333333333337	1000.0	-1000.0	0.0	8.39	0.0	0.0	333.33333333333337
33	-535.0177920690013	736.7022508046693	333.33333333333326	535.0177920690013	263.2977491953306	-1000.0	-535.0177920690013	0.0	271.6877491953305	-271.6877491953305	271.6877491953305	333.33333333333326	1000.0	61.645584138002796	271.6877491953305	736.7022508046693	271.6877491953305	-333.33333333333326	1000.0	-1000.0	0.0	8.39	0.0	0.0	333.33333333333326
34	-482.13875740376034	638.2962623396006	325.98125246792006	482.13875740376034	339.6474950641598	-1000.0	-482.13875740376034	-22.056242596239713	325.98125246792006	-325.98125246792006	325.98125246792006	325.9812524679201	1000.0	0.0	325.98125246792006	660.3525049358402	325.98125246792006	-325.98125246792006	1000.0	-1000.0	22.0562425962396	8.39	22.056242596239713	-22.056242596239713	325.9812524679203
35	-185.0991233328847	161.07919666576936	209.11905000000047	185.0991233328847	466.2779533342307	-1000.0	-185.0991233328847	-372.6428499999988	102.02510333423061	-102.02510333423061	102.02510333423061	209.11905000000047	1000.0	107.09394666576938	102.02510333423061	533.7220466657693	102.02510333423061	-209.11905000000013	1000.0	-1000.0	372.64284999999927	8.39	372.6428499999995	-372.6428499999995	209.11904999999996
