PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,KEGG,HMDB,8-10-17_BIT_0_0_A_1,8-10-17_BIT_0_0_B_1,8-10-17_BIT_0_0_C_1,8-10-17_BIT_0_0_D_1,8-30-17_BIT_0_0_A_1,8-30-17_BIT_0_0_B_1,8-30-17_BIT_0_0_C_1,8-30-17_BIT_0_0_D_1,8-10-17_BIT_0_0.1_A_1,8-10-17_BIT_0_0.1_B_1,8-10-17_BIT_0_0.1_C_1,8-10-17_BIT_0_0.1_F_1,8-30-17_BIT_0_0.1_A_1,8-30-17_BIT_0_0.1_B_1,8-30-17_BIT_0_0.1_D_1,8-30-17_BIT_0_0.1_F_1,8-10-17_BIT_0_10_A_1,8-10-17_BIT_0_10_B_1,8-10-17_BIT_0_10_C_1,8-10-17_BIT_0_10_D_1,8-30-17_BIT_0_10_A_1,8-30-17_BIT_0_10_B_1,8-30-17_BIT_0_10_C_1,8-30-17_BIT_0_10_D_1,8-10-17_BIT_5_0_A_1,8-10-17_BIT_5_0_B_1,8-10-17_BIT_5_0_C_1,8-10-17_BIT_5_0_D_1,8-30-17_BIT_5_0_A_1,8-30-17_BIT_5_0_B_1,8-30-17_BIT_5_0_C_1,8-30-17_BIT_5_0_D_1,8-10-17_BIT_5_0.1_A_1,8-10-17_BIT_5_0.1_B_1,8-10-17_BIT_5_0.1_C_1,8-10-17_BIT_5_0.1_F_1,8-30-17_BIT_5_0.1_A_1,8-30-17_BIT_5_0.1_B_1,8-30-17_BIT_5_0.1_D_1,8-30-17_BIT_5_0.1_F_1,8-10-17_BIT_5_10_A_1,8-10-17_BIT_5_10_B_1,8-10-17_BIT_5_10_C_1,8-10-17_BIT_5_10_D_1,8-30-17_BIT_5_10_A_1,8-30-17_BIT_5_10_B_1,8-30-17_BIT_5_10_C_1,8-30-17_BIT_5_10_D_1,8-10-17_BIT_24_0_A_1,8-10-17_BIT_24_0_B_1,8-10-17_BIT_24_0_C_1,8-10-17_BIT_24_0_D_1,8-30-17_BIT_24_0_A_1,8-30-17_BIT_24_0_B_1,8-30-17_BIT_24_0_C_1,8-30-17_BIT_24_0_D_1,8-10-17_BIT_24_0.1_A_1,8-10-17_BIT_24_0.1_B_1,8-10-17_BIT_24_0.1_C_1,8-10-17_BIT_24_0.1_F_1,8-30-17_BIT_24_0.1_A_1,8-30-17_BIT_24_0.1_B_1,8-30-17_BIT_24_0.1_D_1,8-30-17_BIT_24_0.1_F_1,8-10-17_BIT_24_10_A_1,8-10-17_BIT_24_10_B_1,8-10-17_BIT_24_10_C_1,8-10-17_BIT_24_10_D_1,8-30-17_BIT_24_10_A_1,8-30-17_BIT_24_10_B_1,8-30-17_BIT_24_10_C_1,8-30-17_BIT_24_10_D_1
3575,riboflavin (Vitamin B2),Cofactors and Vitamins,Riboflavin Metabolism,1827,LC/MS Pos Early,500,2292,377.14557,83-88-5,493570,C00255,HMDB00244,"1,627,331","1,480,502","1,574,128","1,389,441","1,751,109","1,671,970","1,516,459","1,616,548","1,623,338","1,906,291","1,779,846","1,626,617","1,600,421","1,763,226","1,445,663","1,631,358","1,572,569","1,520,127","1,658,016","1,539,948","1,508,705","1,782,602","1,825,598","1,750,989","1,316,468","1,631,661","1,552,438","1,551,742","1,403,743","1,373,772","1,443,731","1,151,578","1,377,993","1,693,352","1,562,134","1,190,569","1,428,376","1,032,761","1,301,901","1,418,290","1,235,950","1,362,925","1,687,027","1,233,862","1,471,171","1,341,960","1,415,374","1,180,555","1,615,832","2,213,802","1,782,701","1,832,307","1,545,557","1,580,986","1,128,745","1,358,179","1,561,633","1,138,856","1,169,930","1,201,602","1,009,854","1,006,786","830,682","1,035,168","1,310,380","1,354,910","1,645,905","1,173,793","1,128,449","1,078,378","1,241,928","1,472,479"
965,ribonate,Carbohydrate,Pentose Metabolism,27731,LC/MS Polar,100001007,2425,165.04046,8/3/36,5460677,C01685,HMDB00867,"24,014,264","24,782,556","23,803,288","25,833,786","27,844,292","22,994,888","27,147,670","25,108,882","24,406,308","25,724,960","22,665,130","22,430,944","23,846,896","26,985,674","26,720,752","27,818,366","23,563,730","20,507,584","24,543,218","20,203,208","28,428,140","25,597,544","29,816,914","28,986,498","27,561,800","20,737,426","25,409,264","25,963,194","30,916,868","29,962,648","31,666,630","24,974,464","27,516,390","26,080,178","23,080,068","21,384,992","29,368,760","27,704,932","22,828,718","29,273,162","18,957,220","18,814,912","17,870,458","19,009,480","19,302,364","22,071,664","21,363,616","16,070,519","30,692,292","30,521,696","30,572,900","29,228,444","37,185,584","31,114,540","34,349,096","32,429,328","27,941,800","25,207,180","29,331,610","27,617,452","30,177,528","29,790,466","32,542,988","33,179,768","22,264,332","26,425,894","21,019,104","26,013,416","25,119,762","22,547,260","19,084,304","21,571,556"
963,ribose,Carbohydrate,Pentose Metabolism,1471,LC/MS Polar,914,1508.2,195.05103,50-69-1,5779,C00121,HMDB00283,"27,297,664","26,640,646","24,189,844","25,825,280","22,153,432","20,770,992","20,012,204","25,278,804","25,976,464","27,971,768","25,506,920","24,607,440","23,569,520","22,592,432","23,525,154","26,750,004","24,530,180","23,345,728","23,990,880","22,785,646","23,618,454","21,786,786","21,949,234","24,542,532","14,968,726","13,930,599","15,424,074","16,614,337","12,754,040","15,093,819","12,875,229","16,329,392","22,760,180","24,663,744","21,211,568","23,189,700","18,842,614","19,220,704","19,057,156","21,464,842","17,327,264","19,147,384","16,264,992","17,254,186","14,814,573","13,440,187","14,137,366","15,884,530","133,230","1,052,739","108,543","572,709","290,863",,"1,975,210",,"25,360,462","20,772,000","21,863,026","23,324,246","20,650,000","20,836,892","22,793,260","21,086,530","16,786,500","16,690,357","14,532,587","16,296,829","13,933,721","12,549,678","13,026,371","15,043,562"
990,ribulonate/xylulonate*,Carbohydrate,Pentose Metabolism,61858,LC/MS Polar,100019968,2350,165.04046,,,,,"3,244,442","4,087,751","3,545,903","3,415,086","3,065,981","3,706,811","3,184,511","3,831,185","3,308,439","3,749,523","3,372,945","3,227,868","3,494,590","3,034,684","3,350,134","3,165,685","3,471,725","3,778,214","3,461,061","2,894,888","3,506,549","3,269,295","3,965,738","3,935,364","3,725,372","2,850,800","3,624,589","3,177,502","3,507,484","3,389,517","3,408,727","3,040,883","3,784,340","3,625,491","3,330,992","3,930,477","3,162,286","2,656,237","3,501,060","3,846,388","3,707,004","3,141,046","3,188,862","2,799,808","3,437,056","3,447,635","3,242,624","3,595,399","3,035,401","3,201,378","3,375,955","2,988,075","3,871,821","3,056,344","3,636,434","3,582,984","4,446,152","4,050,662","4,160,127","3,479,876","3,296,988","2,783,569","3,238,910","3,531,801","3,133,219","3,123,451","3,368,271","3,491,740","3,675,312","3,464,035","3,105,856","3,388,243"
987,ribulose/xylulose,Carbohydrate,Pentose Metabolism,54671,LC/MS Polar,100006122,1400,195.05102,,5289590,,,"1,390,445","1,560,757","1,310,153","1,387,688","1,428,154","1,630,182","1,664,371","1,406,905","1,088,022","1,533,869","1,414,863","1,357,867","1,621,555","1,588,225","1,460,110","1,491,213","1,073,816","1,033,881","1,413,224","1,109,104","1,721,140","1,397,845","1,397,345","1,527,861","1,351,483","1,168,403","1,342,230","1,359,776","1,479,649","1,480,868","1,479,446","1,205,176","1,133,063","1,349,038","1,251,487","976,199","1,196,292","1,353,126","925,337","1,249,673",,"316,344","285,342",,"350,058","495,322","381,055",,"1,611,318","1,207,957","1,627,166","1,145,660","1,660,431","1,753,785","1,234,911","1,571,414","1,212,812","955,324","1,017,634","1,062,577","1,254,208","1,239,489","1,341,252","1,113,009","341,677","520,542","325,658",,"372,533","556,534","579,675",
4119,saccharin,Xenobiotics,Food Component/Plant,21151,LC/MS Neg,100000870,2000,181.99173,81-07-2,5143,D01085,HMDB29723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"361,380","470,544","451,343","358,066","647,688","288,873","332,902","420,752","9,062,657","8,485,650","8,605,327","9,376,713","11,115,573","9,409,447","10,904,410","11,538,337",,,,,,,,,,"222,114","367,449","465,426","581,490","615,432","419,520","990,196","8,822,172","7,868,011","8,541,229","8,342,542","11,724,872","10,311,760","10,894,211","9,956,082"
101,saccharopine,Amino Acid,Lysine Metabolism,1495,LC/MS Pos Early,392,2530,277.13942,997-68-2,160556,C00449,HMDB00279,"71,362,968","72,175,280","66,549,412","67,581,648","69,076,776","70,680,576","70,077,424","73,652,104","70,730,640","70,332,272","70,590,768","72,218,992","74,797,000","74,828,208","68,313,904","70,835,248","75,171,136","69,424,824","66,915,844","67,908,136","64,517,876","73,418,920","72,245,568","70,314,040","67,896,320","71,639,872","60,221,520","63,712,804","63,606,068","67,436,192","68,644,144","71,206,176","63,039,684","66,807,500","65,649,000","61,480,352","59,863,948","65,420,764","65,090,184","63,349,168","59,805,324","55,360,016","62,438,616","57,720,080","54,833,188","52,851,044","58,356,752","54,359,504","66,228,164","69,281,168","66,921,348","67,953,936","65,833,916","66,085,752","67,442,200","73,739,024","68,207,376","59,657,280","61,855,028","60,188,896","59,289,936","64,343,320","64,420,152","60,537,900","53,091,352","59,017,396","62,707,864","55,002,280","55,030,112","56,871,664","58,195,608","61,663,932"
339,S-adenosylhomocysteine (SAH),Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",42382,LC/MS Neg,197,1832.4,383.11431,979-92-0,439155,C00021,HMDB00939,"1,044,663","1,082,449","1,089,121","1,083,270","1,146,566","1,089,418","1,061,444","1,055,368","1,134,236","1,085,387","1,130,627","1,201,299","1,115,381","1,150,664","955,730","1,119,602","1,112,572","1,164,692","1,012,911","1,091,504","989,196","1,154,559","1,023,110","1,173,091","841,568","1,043,438","889,253","948,415","906,453","939,650","914,616","973,813","796,980","761,625","811,958","815,331","812,847","762,211","689,085","696,230","1,030,864","1,079,854","949,878","1,011,226","966,992","966,725","880,451","936,352","713,624","846,542","643,037","855,548","569,975","231,073",,"693,253","862,524","697,874","767,320","876,126","740,676","744,565","677,688","765,042","982,027","1,063,300","856,383","1,076,510","998,504","918,629","1,018,555","995,607"
4667,salicylate,Xenobiotics,Drug - Topical Agents,1515,LC/MS Neg,501,2195,137.02442,69-72-7,338,C00805,HMDB01895,"5,238,128","4,981,743","4,897,549","5,278,898","6,732,021","2,405,294","3,719,317","14,057,370","4,775,159","5,634,059","6,044,493","5,480,338","13,412,018","3,280,170","10,429,270","9,931,803","4,726,591","4,831,976","4,594,100","5,471,921","10,088,355","9,354,199","3,277,853","13,991,148","836,031","889,565","669,362","738,151","2,164,056","2,691,695","1,768,893","1,148,967","4,331,513","4,885,244","4,991,484","4,644,699","13,024,407","2,633,867","10,052,681","8,865,059","4,941,828","5,135,575","4,808,621","6,146,914","6,551,854","2,743,443","3,815,118","13,916,986","1,978,848","529,186","2,581,638","1,316,239","1,215,750","2,010,804","9,690,126","1,229,728","4,909,865","4,887,426","4,507,952","5,247,427","11,176,032","2,733,607","10,167,482","9,071,425","4,469,349","5,189,933","4,766,010","4,823,667","6,721,828","2,094,342","3,985,223","13,886,343"
1328,sebacate (C10-DC),Lipid,"Fatty Acid, Dicarboxylate",32398,LC/MS Polar,100001211,2147,201.11323,111-20-6,5192,C08277,HMDB00792,,"96,976",,,"116,529",,"120,708","146,932",,,"113,730",,"212,862",,"168,835",,"110,696",,"103,084","69,724","167,842","131,350","153,608",,"103,384",,,"75,781",,,"117,491",,"595,581","633,742","421,146","677,981","241,172","227,779","201,235","174,231",,"57,433","76,346",,"137,603","91,382",,,,,,,,"116,880","113,189",,"1,052,309","967,939","882,148","1,147,275","319,786","219,330","445,493","200,251",,"93,301",,,,"116,296",,"143,991"
989,sedoheptulose,Carbohydrate,Pentose Metabolism,53237,LC/MS Polar,100002619,2255,209.06667,3019-74-7,5459879,,HMDB03219,"7,707,386","7,898,163","7,998,580","7,511,255","7,909,074","9,012,956","8,036,665","8,463,131","7,013,115","8,225,330","8,075,327","7,595,814","7,690,506","7,484,058","7,449,562","7,328,905","8,138,594","6,949,349","8,112,041","7,155,252","9,011,532","7,085,270","7,518,409","8,235,062","7,906,674","7,188,896","7,880,668","7,972,736","7,554,773","7,386,544","7,521,111","7,357,609","7,377,268","7,458,042","6,743,832","6,808,233","7,220,023","7,245,927","6,549,099","6,985,271","6,643,553","7,006,439","6,440,218","6,600,613","6,865,606","6,809,277","6,486,522","7,010,885","7,782,648","7,381,952","8,725,195","7,903,479","8,755,141","7,662,179","9,330,619","7,795,683","7,377,238","6,999,589","6,708,500","7,231,872","7,049,382","7,201,975","7,144,293","7,148,992","6,732,911","6,322,228","6,407,279","6,105,415","7,155,992","6,780,856","7,172,736","7,480,821"
957,sedoheptulose-7-phosphate,Carbohydrate,Pentose Phosphate Pathway,35649,LC/MS Neg,100001628,599.6,289.033,2646-35-7,616,C05382,HMDB01068,"58,303",,,,"149,952","114,707","92,719",,,,,,,"127,388",,,,,,,"63,476",,,,,"70,839",,"90,611","115,270","179,041","63,220",,"156,869","250,542","196,744","201,086","108,725","207,476",,"127,269","218,133","199,313","145,775","177,277","199,179","200,938","200,054",,"196,923","58,213","153,856","129,890","324,286","426,647","1,318,774",,"176,678","148,451","172,212","208,368","85,954","145,372","108,109","103,058","169,739","162,910","176,372","127,061","179,982","166,540","180,898","92,124"
9,serine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1648,LC/MS Pos Early,503,1239,106.04987,56-45-1,5951,C00065,HMDB00187,"412,224,384","400,265,504","430,673,120","429,969,088","254,641,744","183,705,280","271,857,920","285,968,032","448,262,016","459,352,832","435,857,792","468,948,320","287,481,056","221,377,552","217,023,200","283,547,808","417,338,656","454,396,064","450,956,800","390,740,320","223,029,232","288,595,616","202,734,048","262,708,224","186,639,824","149,450,624","172,213,184","186,147,808","34,158,888","67,783,960","50,110,160","65,970,264","396,343,040","431,923,648","417,247,808","433,090,944","276,416,000","216,554,784","221,588,656","268,560,192","423,863,584","407,479,264","398,162,912","414,270,080","250,585,760","182,284,720","228,763,312","307,068,672","1,872,297","1,399,298","1,811,792","1,528,285","1,312,630","1,273,105","4,065,081","1,390,601","514,875,872","439,823,232","447,544,896","485,745,568","347,439,872","276,181,536","332,048,544","344,799,040","399,357,216","428,405,408","469,381,888","421,871,232","268,390,416","200,484,752","310,534,368","307,740,608"
347,S-methylcysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",39592,LC/MS Polar,100002749,1942,134.02812,1187-84-4,24417,,HMDB02108,"445,685","278,989","340,615","401,215","280,873","372,418","238,211","288,569","255,217","336,777","303,239","316,852","408,890","345,545","446,631","360,827","395,333","305,992","370,517","340,996","366,294","328,728","475,310","288,642","686,791","755,322","705,293","722,640","956,347","773,674","966,395","906,000","393,352","366,490","329,856","348,806","266,402","292,039","419,687","387,022","185,054",,"235,077","216,831","276,253","383,275","220,215","281,532","2,926,046","1,804,529","3,158,371","2,527,271","2,829,191","3,233,762","1,418,256","2,917,245","212,720",,"291,954","180,423","309,764",,"451,203","309,639","351,882","216,111","278,775","291,232","261,672","325,979","133,581","241,500"
411,spermidine,Amino Acid,Polyamine Metabolism,485,LC/MS Pos Early,50,3355,146.16518,124-20-9,1102,C00315,HMDB01257,"1,397,943","1,525,715","1,659,623","1,312,425","6,180,860","5,174,376","5,778,670","2,710,364","2,190,396","2,107,596","2,399,602","2,297,684","6,138,052","6,436,262","1,917,548","2,534,710","2,285,336","2,294,481","2,310,896","2,260,079","3,763,373","4,827,772","4,182,959","1,982,674","1,840,090","1,581,002","2,142,782","2,133,269","2,208,897","2,174,000","1,541,040","788,480","81,852",,"48,130",,"106,210",,"106,182",,,,,,,,,,"441,943","655,876","552,842",,"1,720,563","389,040","120,721","312,160",,,"62,354",,,,,,,,,,,,,
4139,stachydrine,Xenobiotics,Food Component/Plant,34384,LC/MS Pos Early,100001296,1440,144.10191,4136-37-2,115244,C10172,HMDB04827,"1,024,140","941,181","1,133,664","1,005,199",,"1,040,177","1,089,217","989,131","934,334","1,102,871","943,605","1,223,368","1,044,162","839,412","2,827,886","1,436,152","1,008,489","1,172,217","1,107,522","1,112,869","829,742","1,407,783","842,158","931,652","1,912,857","870,692","815,583","778,050","813,522","861,170","756,983","798,417","836,836","929,740","862,799","932,631","800,805","1,265,962","877,758","1,689,259","1,008,602","975,488","819,994","1,189,396","959,528","1,066,773","909,236","1,112,444","788,699","732,221","914,063","967,146","749,562","900,847","1,040,028","865,793","1,102,133","1,165,888","831,093","1,264,835","713,207","1,057,626","1,353,504","871,655","911,147","873,063","809,208","1,150,906","937,174","648,171","1,142,019","802,836"
1131,succinate,Energy,TCA Cycle,1437,LC/MS Polar,252,3149,117.01933,110-15-6,1110,C00042,HMDB00254,"81,767,144","90,757,152","77,187,296","93,906,576","88,591,312","54,216,312","85,355,968","137,470,832","80,756,040","88,070,664","90,382,504","77,403,464","89,419,200","98,898,144","126,256,200","119,608,336","84,426,968","93,997,624","103,324,240","100,597,560","107,250,296","96,065,056","111,859,720","131,136,544","55,012,312","63,528,452","59,408,280","65,494,652","64,791,276","72,449,704","64,944,580","84,495,720","171,498,240","170,147,152","159,955,728","180,501,328","99,549,944","103,813,856","145,793,120","119,784,480","95,312,504","101,261,840","100,110,960","113,969,120","113,484,464","74,458,192","93,607,864","151,347,264","64,945,252","25,170,226","71,964,648","54,590,080","52,536,772","42,026,136","7,173,469","80,862,128","204,882,208","200,806,656","181,698,416","193,601,872","100,814,336","104,114,056","140,702,640","132,996,280","85,803,792","104,441,296","90,136,576","111,697,672","93,990,864","73,513,856","90,051,984","143,421,152"
4849,succinimide,Xenobiotics,Chemical,41888,LC/MS Polar,100003696,2155,116.03532,123-56-8,11439,C07273,,"3,628,441","3,624,195","3,745,522","3,654,010","4,631,388","4,005,125","4,334,467","3,922,404","3,478,675","4,325,678","4,180,588","4,078,841","4,185,865","4,052,597","4,406,128","4,302,385","3,585,853","3,380,461","4,143,427","3,531,977","4,737,679","3,707,350","4,216,862","4,080,901","4,135,378","3,481,262","3,886,537","3,597,855","4,028,790","3,957,343","4,280,523","3,735,894","3,971,910","3,828,059","3,493,500","3,467,820","4,552,968","3,859,609","3,380,576","4,344,268","3,851,919","4,393,645","3,701,892","3,259,914","3,793,868","4,074,328","3,775,504","3,508,035","3,617,803","3,700,132","4,260,194","3,792,869","5,262,700","4,289,396","9,678,252","4,271,766","4,402,962","3,709,382","4,098,097","3,800,267","4,942,999","4,113,738","5,090,617","5,374,466","4,518,201","5,061,575","4,588,071","4,324,988","4,726,752","5,248,909","4,947,255","4,983,326"
4742,sulfate*,Xenobiotics,Chemical,46960,LC/MS Neg,100002528,616,96.9601,14808-79-8,1118,C00059,HMDB01448,"52,438,596","53,437,896","51,055,000","52,318,312","52,542,516","53,164,632","52,492,064","52,538,920","51,478,440","56,222,224","53,345,372","54,383,276","54,460,064","57,692,716","50,899,236","54,972,196","50,209,316","53,079,016","50,353,408","52,704,104","50,228,792","54,606,360","49,616,588","55,619,444","45,634,248","46,463,244","43,557,356","44,143,356","39,751,472","43,128,484","40,729,260","45,775,360","47,252,692","47,593,464","47,684,352","45,977,912","48,817,824","46,113,824","47,744,780","46,198,108","49,112,316","51,321,776","49,596,592","50,195,912","49,064,500","49,779,252","47,320,908","48,347,980","25,739,950","36,695,960","24,642,646","33,577,552","31,719,584","27,143,194","26,678,384","31,765,670","50,270,300","45,537,436","44,986,492","49,252,688","45,205,976","46,510,416","44,096,912","46,912,276","47,305,688","46,992,072","44,945,880","47,414,440","46,631,216","46,824,688","47,370,424","48,841,908"
3654,thiamin (Vitamin B1),Cofactors and Vitamins,Thiamine Metabolism,5341,LC/MS Pos Early,873,3050,265.11176,59-43-8,1130,C00378,HMDB00235,"10,994,521","11,023,292","11,900,821","12,517,697","10,347,342","9,359,968","9,824,643","11,490,722","11,013,777","12,293,962","11,701,961","11,913,893","11,962,544","10,358,405","10,719,462","11,310,469","10,362,651","12,077,098","12,031,064","10,248,036","9,578,488","11,271,831","11,967,489","11,616,634","8,023,056","8,282,365","7,791,795","8,380,937","6,909,344","7,742,299","7,514,610","8,619,347","9,226,657","10,758,690","10,499,027","9,709,974","8,759,365","8,836,908","8,227,884","9,549,969",,,,,,,,,"3,033,866","5,140,502","2,875,515","3,810,990","4,698,250","3,939,755","598,347","5,555,352","8,386,998","8,232,785","7,196,365","7,386,181","4,727,482","5,623,276","5,404,975","6,163,427",,,,,,,,
4881,thioproline,Xenobiotics,Chemical,53231,LC/MS Pos Early,100009232,1250,134.02703,34592-47-4,93176,,,"5,209,721","5,131,675","5,276,841","5,152,762","6,842,814","7,507,517","6,584,942","4,977,485","5,584,539","5,830,847","5,798,701","6,032,612","6,020,645","6,477,980","6,106,216","6,312,283","5,649,292","5,528,522","5,198,260","4,895,606","6,243,716","5,556,234","6,346,119","6,678,861","5,429,114","6,257,239","5,453,739","6,476,794","6,091,300","6,003,395","6,736,712","6,265,939","3,651,427","4,118,196","3,757,018","3,848,231","4,583,167","4,343,010","3,057,558","3,071,988","1,601,388","1,481,022","1,396,678","1,551,248","1,279,572","1,519,690","1,258,356","1,313,933","3,175,405","4,131,629","3,511,907","3,506,845","4,171,029","4,144,017","4,329,787","3,826,592","993,705","908,826","799,428","415,593","1,899,942","2,186,355","2,811,966","2,131,003","70,303","118,913",,,,,,"101,714"
3591,threonate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,27738,LC/MS Polar,100001022,2384,135.02989,70753-61-6,151152,C01620,HMDB00943,"19,934,708","8,377,247","18,952,000","6,050,873","10,093,254","10,084,493","9,033,373","6,503,122","18,370,370","12,448,412","8,989,033","14,095,836","9,491,702","19,205,098","9,608,094","9,214,014","13,631,564","18,673,296","9,178,038","9,588,110","9,055,138","18,539,832","11,588,207","9,212,894","9,489,415","11,527,577","9,479,745","15,473,866","19,572,820","20,503,822","11,457,430","10,961,057","17,333,244","8,574,220","16,787,500","17,819,764","17,589,988","21,597,934","18,474,108","8,876,693","11,270,742","11,148,601","10,478,971","19,428,364","18,248,060","9,275,385","15,601,473","16,947,476","19,583,108","8,520,864","11,714,450","10,968,092","18,895,720","16,556,633","27,504,446","16,663,360","15,122,974","18,395,144","21,171,478","8,458,095","9,970,800","12,022,726","23,004,420","9,179,028","30,274,520","12,800,896","24,474,280","11,835,070","11,620,756","13,354,196","20,774,834","13,327,916"
