PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,KEGG,HMDB,8-10-17_BIT_0_0_A_1,8-10-17_BIT_0_0_B_1,8-10-17_BIT_0_0_C_1,8-10-17_BIT_0_0_D_1,8-30-17_BIT_0_0_A_1,8-30-17_BIT_0_0_B_1,8-30-17_BIT_0_0_C_1,8-30-17_BIT_0_0_D_1,8-10-17_BIT_0_0.1_A_1,8-10-17_BIT_0_0.1_B_1,8-10-17_BIT_0_0.1_C_1,8-10-17_BIT_0_0.1_F_1,8-30-17_BIT_0_0.1_A_1,8-30-17_BIT_0_0.1_B_1,8-30-17_BIT_0_0.1_D_1,8-30-17_BIT_0_0.1_F_1,8-10-17_BIT_0_10_A_1,8-10-17_BIT_0_10_B_1,8-10-17_BIT_0_10_C_1,8-10-17_BIT_0_10_D_1,8-30-17_BIT_0_10_A_1,8-30-17_BIT_0_10_B_1,8-30-17_BIT_0_10_C_1,8-30-17_BIT_0_10_D_1,8-10-17_BIT_5_0_A_1,8-10-17_BIT_5_0_B_1,8-10-17_BIT_5_0_C_1,8-10-17_BIT_5_0_D_1,8-30-17_BIT_5_0_A_1,8-30-17_BIT_5_0_B_1,8-30-17_BIT_5_0_C_1,8-30-17_BIT_5_0_D_1,8-10-17_BIT_5_0.1_A_1,8-10-17_BIT_5_0.1_B_1,8-10-17_BIT_5_0.1_C_1,8-10-17_BIT_5_0.1_F_1,8-30-17_BIT_5_0.1_A_1,8-30-17_BIT_5_0.1_B_1,8-30-17_BIT_5_0.1_D_1,8-30-17_BIT_5_0.1_F_1,8-10-17_BIT_5_10_A_1,8-10-17_BIT_5_10_B_1,8-10-17_BIT_5_10_C_1,8-10-17_BIT_5_10_D_1,8-30-17_BIT_5_10_A_1,8-30-17_BIT_5_10_B_1,8-30-17_BIT_5_10_C_1,8-30-17_BIT_5_10_D_1,8-10-17_BIT_24_0_A_1,8-10-17_BIT_24_0_B_1,8-10-17_BIT_24_0_C_1,8-10-17_BIT_24_0_D_1,8-30-17_BIT_24_0_A_1,8-30-17_BIT_24_0_B_1,8-30-17_BIT_24_0_C_1,8-30-17_BIT_24_0_D_1,8-10-17_BIT_24_0.1_A_1,8-10-17_BIT_24_0.1_B_1,8-10-17_BIT_24_0.1_C_1,8-10-17_BIT_24_0.1_F_1,8-30-17_BIT_24_0.1_A_1,8-30-17_BIT_24_0.1_B_1,8-30-17_BIT_24_0.1_D_1,8-30-17_BIT_24_0.1_F_1,8-10-17_BIT_24_10_A_1,8-10-17_BIT_24_10_B_1,8-10-17_BIT_24_10_C_1,8-10-17_BIT_24_10_D_1,8-30-17_BIT_24_10_A_1,8-30-17_BIT_24_10_B_1,8-30-17_BIT_24_10_C_1,8-30-17_BIT_24_10_D_1
3436,guanosine 5'- diphosphate (GDP),Nucleotide,"Purine Metabolism, Guanine containing",2848,LC/MS Neg,346,639,442.01706,43139-22-6,8977,C00035,HMDB01201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"229,122","468,403","600,668","543,195","1,301,601","1,352,497","999,177","1,273,725",,,,,,,,,,,,,,,"689,128",,"1,373,222","1,510,731","1,432,885","1,601,977","1,891,308","2,230,549","1,184,365","1,901,357",,,,,,,,
3440,"guanosine-2',3'-cyclic monophosphate",Nucleotide,"Purine Metabolism, Guanine containing",37139,LC/MS Neg,74,1480,344.04016,15718-49-7,92823,C06194,HMDB11629,"16,442,026","16,865,716","15,810,520","16,519,728","18,129,742","16,274,598","17,436,408","16,939,336","15,516,056","17,484,052","17,576,412","18,095,092","17,653,820","17,851,488","17,021,480","18,159,280","15,577,550","16,525,181","16,576,690","16,733,647","15,729,333","16,491,124","15,656,678","18,616,188","15,292,511","15,997,763","14,924,057","15,401,351","13,715,054","14,384,126","14,746,889","14,864,343","16,117,966","15,745,533","17,216,212","15,095,988","17,846,916","13,535,296","15,165,455","14,658,298","15,108,553","16,755,770","15,271,193","15,501,257","14,439,417","14,597,287","13,950,959","14,799,591","14,263,252","15,024,394","14,041,375","15,578,320","14,179,872","14,947,416","12,291,596","15,958,188","19,222,004","18,070,288","17,671,768","18,555,688","14,798,907","14,497,786","15,728,314","15,510,598","14,674,031","16,226,156","14,746,101","15,320,309","13,824,301","14,592,794","14,760,221","15,799,429"
3595,gulonate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,46957,LC/MS Polar,100001586,2750,195.05102,20246-53-1,9794176,C00257,HMDB03290,"4,084,316","4,622,999","4,068,965","4,887,690","4,227,872","3,439,671","3,872,565","5,527,387","4,093,481","4,321,283","4,305,106","3,973,657","4,170,186","4,571,047","6,128,514","5,385,100","4,139,174","4,170,671","4,828,329","3,699,177","4,972,367","4,921,631","5,542,318","5,485,969","6,196,694","6,218,641","5,961,326","5,732,882","6,097,513","5,961,927","6,466,114","7,245,796","6,464,594","7,913,015","6,195,792","6,629,999","4,090,003","4,243,874","6,789,414","5,746,139","2,616,218","3,031,080","2,784,972","3,033,419","2,062,564","2,374,619","2,108,756","2,631,336","10,652,817","8,137,821","10,055,638","9,540,566","8,104,712","6,978,153","10,304,851","9,931,335","12,577,249","13,194,356","9,980,593","11,291,913","5,281,493","4,781,519","7,528,396","5,977,770","2,366,741","3,262,239","2,599,479","3,003,410","2,474,415","1,941,748","2,249,986","3,484,681"
4180,harmane,Xenobiotics,Food Component/Plant,27536,LC/MS Pos Early,100000799,3234,183.09168,486-84-0,5281404,C09209,HMDB35196,"658,009","512,156","716,693","322,236","3,485,773","2,794,868","724,200","3,444,140","589,010","433,240","497,096","530,723","3,379,317","3,425,759","612,906","534,884","851,573","655,333","430,771","498,723","387,883","4,235,912","3,422,131","616,705",,"252,466","220,358",,"428,890","2,108,517","283,068","2,235,509","583,951","369,405","511,679",,"285,417","439,102","3,329,249","2,791,779","2,745,674","2,229,719","2,114,015","2,331,191","2,463,891","2,405,426","2,583,357","2,562,290","281,843",,"238,226","2,119,486",,,"326,114","254,752","414,998","508,720","3,614,259","3,431,037","358,250","769,603","628,636","624,059","2,215,050","2,157,461","2,715,230","2,432,624","2,969,586","4,866,476","2,813,399","2,944,472"
3684,hippurate,Xenobiotics,Benzoate Metabolism,15753,LC/MS Neg,100000014,2106.9,178.05096,495-69-2,464,C01586,HMDB00714,"9,299,972","8,771,293","9,160,620","9,376,391","9,258,561","9,091,580","8,792,440","9,428,461","8,771,101","9,118,387","9,188,582","9,259,135","9,216,572","10,144,701","9,476,087","9,628,865","8,774,262","9,294,689","8,538,323","8,675,618","9,210,101","9,547,383","9,282,262","9,678,095","8,002,051","7,792,897","7,653,239","7,557,823","8,304,816","8,418,803","8,476,425","8,569,169","8,258,494","7,763,458","8,562,792","8,389,231","8,910,740","7,921,662","8,687,583","8,217,895","9,095,169","9,452,957","8,753,590","8,824,120","9,394,082","9,104,109","9,011,192","9,345,006","6,716,520","6,897,194","7,159,469","7,756,862","7,487,433","7,815,113","7,860,912","7,754,511","8,832,270","8,174,038","7,932,791","9,006,572","7,795,704","8,227,621","8,360,763","8,519,956","8,935,120","8,733,160","8,412,430","8,633,473","9,043,973","8,552,308","9,069,908","9,176,720"
81,histamine,Amino Acid,Histidine Metabolism,1574,LC/MS Pos Early,354,3035,112.08693,51-45-6,774,C00388,HMDB00870,"288,915","277,621","216,306","267,397","294,487","236,762","281,494","300,112","262,785","270,078","307,130","295,504","305,844","274,216","232,344","328,526","286,672","359,238","323,304","202,762","209,885","298,589","277,734","341,958","228,233","223,887","159,631","251,357","182,762","256,294","222,661","349,733","162,833","271,146","189,169","193,771","280,277","280,159","255,177","231,521",,,,"156,538","147,524",,,"106,166",,"253,276",,"158,021","190,699","106,383","69,547","182,375","256,836","241,106","268,763","228,543","225,157","208,960",,"147,661",,,,,"178,879",,,
65,histidine,Amino Acid,Histidine Metabolism,59,LC/MS Neg,355,755.9,154.0622,5934-29-2,6274,C00135,HMDB00177,"213,376,672","226,263,792","202,851,680","207,726,544","208,441,328","205,885,136","201,029,136","216,221,968","210,478,672","222,291,088","216,373,072","225,462,480","217,186,576","234,456,432","221,896,000","233,791,680","205,602,304","217,459,248","201,971,776","209,037,408","215,596,944","220,104,256","211,167,632","240,545,008","219,696,480","223,386,624","215,603,568","212,802,624","179,116,928","190,097,584","200,214,896","221,360,800","226,786,928","232,368,448","238,214,656","216,301,840","222,424,176","215,483,088","226,194,480","232,874,848","185,791,360","188,227,024","192,157,104","191,018,224","167,237,872","191,471,264","175,727,776","182,724,816","51,614,488","167,187,200","37,539,048","146,695,776","37,730,900","966,560","5,090,693","58,922,660","248,389,552","234,360,720","224,302,336","236,514,512","236,961,776","221,854,896","237,692,816","227,476,928","197,450,752","198,463,872","176,007,168","199,545,680","175,726,384","185,992,512","176,314,672","191,167,792"
4025,histidinol,Xenobiotics,Food Component/Plant,15316,LC/MS Pos Early,100000260,3041,142.09749,1596-64-1,165271,C00860,HMDB03431,"4,111,928","4,004,051","4,076,378","3,406,451","3,771,296","3,147,009","3,409,829","3,640,274","3,937,144","3,978,663","3,719,583","4,047,162","3,956,711","3,625,605","3,441,154","3,663,360","3,883,503","4,236,176","3,933,399","3,402,101","3,344,783","3,837,870","4,095,925","4,118,044","3,874,072","3,133,540","2,944,836","2,939,774","2,663,298","3,115,759","2,951,954","3,485,321","2,400,106","3,215,497","2,845,883","2,846,862","2,885,070","3,217,477","2,528,801","2,872,662","3,182,747","2,808,379","2,815,248","2,917,503","2,895,974","2,221,266","2,971,882","3,050,767","1,728,636","2,598,690","1,875,561","2,308,043","2,109,717","1,844,217","266,227","2,544,316","3,061,481","2,935,730","2,724,368","2,549,370","2,639,043","2,383,997","2,855,721","2,679,291","3,206,391","2,978,468","3,405,817","2,588,393","2,804,903","2,316,873","2,758,872","2,455,443"
629,histidylalanine,Peptide,Dipeptide,42027,LC/MS Pos Early,100003542,3014,227.11387,16874-75-2,351667,,HMDB28878,"5,436,957","4,466,681","4,327,671","4,512,979","4,180,784","2,317,246","2,439,307","6,238,905","5,142,903","5,499,621","4,718,994","7,688,228","4,703,121","2,516,328","2,968,632","5,256,876","5,806,440","5,551,632","5,685,743","3,698,989","3,398,621","5,486,739","4,487,967","3,461,826","189,263","295,264","296,066","354,400","262,068","820,903","345,563","749,849","19,529,436","21,764,696","22,082,452","22,567,316","26,241,456","19,731,088","17,645,980","24,821,296","11,380,133","10,884,352","8,442,593","10,339,921","6,114,433","6,303,346","7,321,698","10,290,948",,"120,453","110,966","191,237",,,"1,850,736","129,992","32,254,860","30,426,872","29,005,996","31,508,724","51,234,624","43,028,628","30,933,178","44,737,772","20,874,110","23,281,552","25,766,322","21,021,344","21,928,884","21,404,000","31,846,204","25,748,072"
375,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22138,LC/MS Neg,100000963,789,188.10406,1190-49-4,65072,C02427,HMDB00679,"1,518,760","1,690,918","1,792,737","1,744,744","1,895,577","1,920,376","2,006,597","1,883,380","2,040,437","1,772,453","1,921,534","1,808,002","1,890,708","1,964,490","1,935,321","1,678,091","1,833,079","2,102,525","1,602,644","1,466,972","1,686,121","1,940,179","1,691,010","2,015,076","1,715,242","1,755,900","1,846,288","1,795,304","1,463,487","1,336,499","1,748,578","1,845,326","1,693,357","1,550,203","1,924,074","1,618,880","2,054,798","1,430,014","1,800,883","1,750,111","1,787,012","1,782,716","1,700,418","1,676,141","1,578,751","1,464,230","1,522,203","1,817,672","1,664,079","1,834,160","1,517,455","1,547,387","1,995,081","2,218,937","1,982,460","2,041,361","1,631,485","1,616,453","1,943,461","1,513,988","1,640,338","1,807,592","1,482,605","1,988,405","1,543,068","1,843,675","1,878,204","1,630,237","1,675,108","1,569,363","1,536,466","1,763,138"
21,homoserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",18351,LC/MS Polar,100000458,2875.8,118.05096,672-15-1,12647,C00263,HMDB00719,"9,893,839","7,489,118","6,026,240","14,231,088","9,261,728","10,671,756","9,385,104","12,488,288","6,506,701","9,795,438","7,275,991","6,451,967","7,274,609","8,963,324","7,943,456","11,183,823","7,022,820","7,134,549","8,373,208","5,764,692","10,993,865","6,520,666","7,660,542","10,558,580","12,426,801","10,169,486","12,741,675","9,234,768","11,151,494","10,963,465","9,980,591","11,746,379","11,745,738","5,079,899","5,640,629","5,266,738","11,982,338","10,198,023","10,287,903","7,053,649","5,702,574","6,895,555","5,906,997","4,604,640","14,626,605","5,864,202","15,561,965","16,318,807","1,791,071","5,006,244","2,167,059","3,439,278","4,411,180","2,112,717","2,841,712","2,154,806","5,028,393","16,662,476","4,546,625","7,418,272","10,516,655","8,083,613","15,176,350","7,003,409","5,444,759","6,404,138","6,106,917","6,847,637","13,133,480","6,945,302","6,975,730","8,102,537"
71,hydantoin-5-propionic acid,Amino Acid,Histidine Metabolism,40473,LC/MS Polar,100002514,2080,171.04113,5624-26-0,782,C05565,HMDB01212,"837,537","742,363","763,158","770,936","775,818","757,734","833,718","744,517","724,465","804,787","750,511","754,816","798,769","716,477","787,008","764,152","748,335","699,328","868,228","761,241","789,420","773,415","709,381","777,184","816,598","669,223","722,091","715,161","842,315","765,801","770,667","755,198","760,049","710,321","675,457","801,493","716,002","745,537","695,281","733,625","648,487","712,441","680,624","734,701","656,103","700,874","641,860","738,585","763,814","651,957","860,923","759,781","900,389","744,094","737,427","764,600","598,756","632,355","682,557","760,303","697,195","733,450","787,654","728,613","740,648","659,719","672,636","656,713","749,860","700,569","711,640","845,774"
3385,hypoxanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3127,LC/MS Neg,171,1291.2,135.03123,68-94-0,790,C00262,HMDB00157,,,,,"97,331","201,577","92,437","71,333",,,,,,"162,594",,"124,639",,,,,"112,200",,"211,529",,,,,,,"101,345",,"115,527","1,166,725","1,315,017","1,273,177","1,432,738","1,722,986","1,810,416","1,228,555","1,348,295",,,,,,,,,,,,,,,,,"1,549,869","1,619,902","1,484,119","2,060,719","1,813,970","2,016,247","1,259,927","1,593,989",,"24,403",,,,,,
76,imidazole lactate,Amino Acid,Histidine Metabolism,15716,LC/MS Pos Early,100000263,2040,157.06077,14403-45-3,440129,C05568,HMDB02320,"2,928,586","2,709,673","3,082,233","2,496,709","3,630,215","4,029,370","4,019,500","2,748,294","3,471,335","3,579,451","3,440,879","3,208,133","3,378,476","3,513,680","3,227,296","3,629,067","3,116,871","3,278,082","2,723,959","3,011,044","3,570,551","3,314,954","4,047,075","3,818,743","2,984,921","3,692,781","2,866,336","3,495,628","3,701,343","3,998,343","4,442,714","3,594,916","2,545,332","2,544,443","2,565,048","2,208,168","2,494,197","2,901,675","2,788,681","2,811,495",,,,,,,,,"5,300,387","4,981,629","5,938,150","6,316,863","5,426,629","5,872,438","5,007,278","6,950,258","2,349,293","1,965,062","2,447,219","2,139,571","2,819,168","2,838,039","2,807,355","2,650,385",,,,,,,,
74,imidazole propionate,Amino Acid,Histidine Metabolism,40730,LC/MS Pos Early,100003434,2263,141.06586,1074-59-5,70630,,HMDB02271,"197,769","251,681","271,701","156,013","336,963","340,100",,"241,132","244,490","271,661","330,097","224,376","228,554","327,566","263,380","291,255",,"303,500",,"247,737",,,"358,115","313,660",,"241,468",,,"273,189","286,599","412,780","247,305","447,862","402,025","1,186,595","381,530","332,192","501,151","292,811","377,996",,,,,,,,,"504,026","517,205","411,908","523,492","449,231","341,954","590,624","300,996","422,030","461,899",,"557,465","389,990","695,007",,,,,,,,,,
4773,indole-3-acetamide,Xenobiotics,Chemical,37448,LC/MS Pos Early,100002095,2306,175.08659,879-37-8,397,C02693,HMDB29739,"134,715",,"130,150",,"264,893","210,164","148,106","104,182","110,918","133,001","118,164",,,"107,234",,,"121,009","192,569","107,689","97,073","100,317","139,738","174,676","67,922",,"151,555",,"112,752","130,597","133,793","146,787","144,816","72,239","126,182","87,407","75,127",,"111,043","132,346","208,700",,,,,,,,,"549,341","208,784","502,136","518,474","379,632","330,075","1,153,771","397,743",,"92,902","281,844","133,498","221,373","158,388",,"111,856",,,,,,,,
246,indole-3-carboxylate,Amino Acid,Tryptophan Metabolism,38116,LC/MS Neg,100002185,1710,160.0404,771-50-6,69867,C19837,HMDB03320,"1,136,876","1,180,526","1,068,859","1,052,569","1,197,633","1,098,902","1,000,631","1,075,603","890,738","1,139,527","1,172,918","1,109,640","1,187,975","1,143,453","1,023,348","1,234,538","1,025,176","1,133,058","1,038,797","1,183,048","1,053,336","1,111,021","1,196,051","1,101,136","1,023,149","1,153,373","868,346","886,967","928,396","1,161,652","965,093","1,285,507","1,008,153","927,932","1,043,018","958,139","1,049,833","855,157","1,032,542","1,095,368","1,079,763","1,071,849","1,094,969","1,088,693","1,002,367","908,941","945,655","1,034,882","1,232,382","1,091,449","1,192,721","1,230,257","1,141,227","1,232,553","1,726,824","1,238,748","1,203,054","1,157,318","1,023,865","1,198,594","1,090,223","1,042,674","1,042,184","1,119,335","1,099,373","1,097,921","932,885","1,146,738","1,003,329","1,043,341","1,011,997","1,070,062"
239,indoleacetate,Amino Acid,Tryptophan Metabolism,27513,LC/MS Neg,100001034,2200,174.05605,6505-45-9,802,C00954,HMDB00197,"506,989","573,192","449,203","544,818","809,032","872,982","732,947","766,408","540,564","487,331","577,244","542,562","846,698","806,821","801,805","846,351","436,202","479,380","442,487","566,754","744,973","878,698","799,959","771,720","611,515","587,510","491,000","468,015","801,761","1,001,421","799,475","865,129","569,455","624,887","611,986","519,901","774,807","653,322","778,994","789,977","596,776","488,749","481,064","476,946","667,541","724,466","701,736","721,274","837,788","830,398","804,303","760,372","1,214,701","1,511,898","1,135,134","1,204,291","562,256","619,068","631,301","696,316","716,836","741,577","658,849","813,689","492,615","608,727","471,978","497,887","672,084","649,203","691,557","765,589"
322,isobutyrylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35437,LC/MS Neg,100001590,1420,144.06661,15926-18-8,10855600,,HMDB00730,"3,787,751","3,567,115","3,145,331","3,716,748","4,079,913","3,709,940","3,564,543","3,935,380","3,808,147","3,885,636","4,153,038","3,936,578","3,724,134","4,282,975","3,557,816","4,175,005","3,337,776","3,581,501","3,461,750","4,088,849","3,622,202","3,801,882","3,656,293","3,796,854","3,395,030","3,763,600","3,572,857","3,442,980","3,361,322","3,598,008","3,355,710","3,785,565","3,011,423","3,621,409","3,789,340","3,316,978","3,903,950","3,049,644","3,442,289","3,487,268","3,907,826","4,475,255","4,093,967","4,583,031","4,081,080","3,593,318","3,726,707","3,873,445","3,396,934","3,679,770","3,664,726","3,840,999","3,294,051","3,811,248","4,051,934","2,951,070","3,579,293","3,345,017","3,326,872","3,988,898","3,562,503","3,277,042","3,695,288","3,529,421","3,641,206","4,371,624","3,878,684","4,254,662","4,006,190","3,904,969","4,277,273","3,122,303"
1127,isocitric lactone,Energy,TCA Cycle,54724,LC/MS Polar,100009239,2970,173.00916,4702-32-3,98259,,,"1,561,131","1,346,132","1,464,062","1,337,703","1,566,336","1,537,872","1,552,109","1,370,050","1,495,275","1,420,711","1,479,688","1,418,413","1,627,347","1,333,563","1,489,979","1,325,797","1,374,918","1,226,556","1,577,322","1,305,066","1,772,842","1,272,873","1,590,482","1,371,845","1,672,538","1,252,748","1,675,331","1,351,163","1,644,516","1,470,389","1,628,045","1,427,066","1,257,959","1,151,917","1,276,456","1,143,906","1,392,118","1,329,996","1,246,171","1,268,118","1,245,103","1,096,329","1,111,094","998,460","1,242,768","1,031,511","1,256,774","1,174,541","1,368,980","1,233,042","1,678,903","1,274,599","1,876,406","1,285,304","572,076","1,297,454","1,132,243","1,013,253","1,063,374","1,194,328","1,271,447","1,308,472","1,355,009","1,121,188","916,969","809,595","918,438","842,659","1,008,086","872,610","988,035","879,913"
292,isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1125,LC/MS Pos Early,376,2800,132.10191,73-32-5,6306,C00407,HMDB00172,"2,942,896,640","2,929,604,608","3,134,574,592","3,191,366,912","2,821,942,016","2,640,038,912","2,805,829,376","2,869,595,648","2,960,632,064","2,854,811,648","2,565,978,624","3,126,163,456","2,968,153,600","3,210,843,136","2,658,839,808","3,218,505,984","2,832,087,808","3,118,732,032","2,610,587,136","2,891,435,264","2,748,802,816","2,753,086,976","2,794,604,288","2,710,779,904","2,694,607,360","2,678,359,296","2,691,299,840","2,544,161,536","2,567,042,304","2,665,246,720","2,719,809,792","2,542,450,944","3,105,384,192","2,653,874,688","2,930,789,376","2,830,462,720","2,888,274,688","2,871,808,768","3,010,668,288","3,079,349,760","2,398,298,880","2,778,330,880","2,587,850,752","2,442,999,040","2,572,449,280","2,195,406,848","2,494,215,680","2,520,418,560","1,153,844,992","2,090,877,568","1,137,868,800","1,668,450,048","1,686,233,984","1,137,313,536","1,404,177,024","1,383,117,696","2,965,406,976","2,896,291,584","3,224,524,032","3,216,914,176","3,047,885,312","3,054,425,600","3,031,086,592","3,113,321,472","2,795,788,544","2,696,727,296","2,563,475,456","2,598,027,520","2,569,238,272","2,579,399,936","2,889,963,264","2,796,731,136"
648,isoleucylglycine,Peptide,Dipeptide,40008,LC/MS Neg,100003169,1992,187.10881,868-28-0,342532,,HMDB28907,"3,649,612","3,259,490","2,951,130","3,581,821","7,370,227","7,772,443","2,385,384","7,845,899","3,560,694","4,071,337","3,681,419","4,416,150","7,030,120","6,209,198","2,596,118","3,649,601","4,186,544","3,859,187","3,623,368","3,454,308","2,905,012","7,785,480","7,723,801","3,271,361","1,127,336","1,227,318","1,156,898","1,161,878","1,237,254","3,940,678","1,210,021","2,996,893","17,327,940","16,899,794","17,277,960","17,331,080","18,475,834","18,839,988","16,407,577","19,701,864","6,245,074","6,776,886","6,084,878","6,261,387","5,332,323","5,177,848","5,996,103","5,841,806","1,174,936","1,153,588","1,199,879","1,398,273","993,449","1,385,511","3,009,735","1,295,861","34,979,092","35,259,572","33,700,188","37,731,616","37,457,104","39,527,672","30,406,530","38,334,256","13,328,658","13,746,412","12,246,918","13,185,125","11,648,825","11,158,539","12,348,777","12,403,704"
267,isovalerate (i5:0),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",44656,LC/MS Neg,100000708,1564,101.0608,503-74-2,10430,C08262,HMDB00718,"22,872,684","21,078,288","21,402,316","21,769,148","32,153,692","7,752,859","15,462,179","39,026,496","20,443,374","22,784,416","20,938,138","22,665,328","32,862,730","22,660,072","31,851,212","48,564,208","23,756,162","20,802,044","24,098,068","20,685,724","25,385,154","27,151,284","25,376,668","23,332,182","13,280,627","17,575,408","16,263,827","15,604,441","11,304,991","14,059,031","13,782,564","26,510,078","22,800,978","23,665,436","25,559,992","20,880,922","27,431,880","14,960,152","22,185,212","31,242,116","52,216,592","52,040,260","51,132,120","52,164,376","61,460,488","16,874,410","34,752,928","87,542,864",,"2,497,941",,"779,286","457,169",,"639,568","204,682","16,609,720","13,957,212","14,133,347","17,836,124","22,207,552","16,868,960","29,437,434","38,189,056","52,656,188","47,354,700","46,733,128","48,571,408","60,095,516","14,769,034","35,150,828","83,903,000"
268,isovalerylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35107,LC/MS Neg,100001452,1950,158.08226,16284-60-9,546304,,HMDB00678,"4,229,161","4,591,358","4,726,688","4,819,509","4,593,000","4,385,572","4,720,073","4,644,823","4,539,874","5,685,022","5,419,800","4,920,496","4,929,719","4,917,481","5,554,641","4,922,371","4,586,191","4,671,265","5,002,372","4,188,536","4,543,126","4,245,878","4,882,866","4,463,290","4,615,954","4,365,717","4,283,878","4,137,761","4,389,478","4,223,964","4,785,940","4,557,816","4,575,679","4,410,234","4,677,921","4,218,248","4,805,783","3,891,558","4,333,822","3,973,144","5,043,528","4,644,089","4,956,798","4,479,256","4,731,909","4,601,464","4,443,025","4,852,196","4,179,197","4,482,739","4,265,885","4,315,448","4,263,688","4,181,841","4,221,952","4,541,112","4,820,973","4,506,953","4,212,689","4,223,392","4,454,362","3,920,990","3,882,227","4,331,672","4,594,409","5,134,285","5,065,375","5,246,747","4,773,582","4,158,711","4,686,740","4,812,355"
222,kynurenate,Amino Acid,Tryptophan Metabolism,1417,LC/MS Neg,98,2224,188.03531,492-27-3,3845,C01717,HMDB00715,"1,205,706","1,219,348","1,179,319","1,201,949","1,110,947","1,105,464","1,150,647","1,224,748","1,186,194","1,327,175","1,290,944","1,248,842","1,110,070","1,067,769","1,146,509","1,280,566","1,244,719","1,199,152","1,221,505","1,290,967","1,068,204","1,253,565","1,207,156","1,267,105","1,242,621","1,355,074","1,191,861","1,184,804","1,106,890","1,243,052","1,156,026","1,180,333","1,378,283","1,436,026","1,525,338","1,334,190","1,002,151","979,551","1,175,919","1,234,210","962,946","996,818","942,008","1,049,496","929,888","888,060","937,612","925,180","5,888,653","2,315,645","8,606,149","3,110,372","1,703,965","2,118,451","20,386,564","2,337,465","1,570,463","1,523,705","1,394,127","1,505,220","1,004,562","1,044,218","1,294,282","1,169,055","908,225","981,844","885,176","1,001,860","908,643","749,669","955,825","911,300"
218,kynurenine,Amino Acid,Tryptophan Metabolism,15140,LC/MS Pos Early,100000265,2739,209.09207,2922-83-0,161166,C00328,HMDB00684,"374,878","349,015","383,114","459,154","906,321","752,033","649,111","515,450","543,742","472,171","444,213","357,547","581,466","983,165","417,235","616,563","496,239","434,427","341,385","473,630","557,497","489,168","727,717","494,623","555,520","508,497","601,808","525,180","444,648","590,086","512,865","664,708","1,114,565","1,200,419","1,077,911","1,326,138","295,287","333,958","610,725","375,672",,,,,,,,,"1,555,566","702,013","1,319,699","711,835","542,209","622,334","542,138","582,451","1,822,819","1,496,614","1,213,464","1,158,656","440,804","338,686","530,435","334,579","5,039,073",,,,,,"4,710,602",
946,lactate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",527,LC/MS Polar,482,1468.8,89.02442,79-33-4,612,C00186,HMDB00190,"1,171,248","1,012,585","914,096",,"1,709,919",,"4,550,087",,"685,782","1,664,581",,,,"747,177",,"545,274",,,"612,395",,,"1,103,281",,"1,973,725","646,886","1,350,880","448,135",,,,"1,676,373",,"567,223","780,162","2,067,928",,"884,850","685,377","838,695",,"3,524,110","5,376,636","3,036,392","3,850,453","10,907,945","9,603,920","13,448,253","9,616,329","1,375,025","656,634","2,497,051",,,,,"447,907",,"1,595,035","1,140,685",,"1,094,115","1,311,483","1,347,157","660,618","7,478,831","4,018,025","4,790,299","4,621,007","11,495,986","11,323,555","15,171,477","11,697,884"
257,leucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",60,LC/MS Pos Early,397,2864,132.10191,61-90-5,5246661,,,"5,337,361,920","5,068,810,752","5,355,836,928","4,999,005,184","5,168,924,672","4,921,944,064","4,905,805,824","4,512,260,096","4,906,684,928","5,229,172,224","5,555,939,840","5,567,075,840","5,221,739,520","4,690,677,248","5,017,891,840","4,707,752,960","5,368,775,168","4,951,378,432","5,487,447,040","5,190,946,304","4,854,010,880","5,441,554,432","5,134,965,760","5,536,089,088","4,235,538,944","4,491,184,640","3,893,540,096","4,196,773,632","4,173,469,440","3,981,805,312","3,486,026,240","4,428,152,832","4,764,352,000","5,302,419,456","5,211,812,352","5,458,680,320","5,151,424,000","4,458,324,992","4,839,397,376","4,841,810,432","4,409,486,848","4,604,023,296","4,367,388,160","5,082,850,304","4,699,401,728","4,050,458,880","4,239,387,904","4,248,163,840","1,102,348,672","2,084,825,856","964,740,608","1,721,207,296","1,685,019,008","930,901,888","1,198,667,648","1,261,686,912","5,391,976,448","5,498,663,424","5,357,494,272","5,567,608,320","4,891,328,000","5,046,864,384","5,457,020,416","5,213,386,240","4,678,564,352","4,550,114,816","4,845,630,464","5,000,025,600","4,489,101,312","4,142,224,896","4,796,238,848","4,199,644,928"
